id,l10n_bg_ecattu,l10n_bg_type_settlement_id/id,name,l10n_bg_code,l10n_bg_structure_type,country_id/id,zipcode,l10n_bg_has_tax_office
l10n_bg.65320,65320,l10n_bg_city.village,Санадиново,PVN21-12,cityhall,base.bg,,False
l10n_bg.65348,65348,l10n_bg_city.village,Сандрово,RSE27-11,cityhall,base.bg,,False
l10n_bg.65379,65379,l10n_bg_city.village,Сапарево,KNL41-03,cityhall,base.bg,,False
l10n_bg.65419,65419,l10n_bg_city.village,Саранци,SFO10-11,cityhall,base.bg,,False
l10n_bg.65437,65437,l10n_bg_city.village,Сарая,PAZ19-23,cityhall,base.bg,,False
l10n_bg.65468,65468,l10n_bg_city.village,Сбор,PAZ19-24,cityhall,base.bg,,False
l10n_bg.65499,65499,l10n_bg_city.village,Сборище,SLV24-07,cityhall,base.bg,,False
l10n_bg.65509,65509,l10n_bg_city.village,Сваленик,RSE13-12,cityhall,base.bg,,False
l10n_bg.65512,65512,l10n_bg_city.village,Сватбаре,KRZ16-86,cityhall,base.bg,,False
l10n_bg.65526,65526,l10n_bg_city.village,Свежен,PDV07-10,cityhall,base.bg,,False
l10n_bg.65534,65534,l10n_bg_city.village,Света Петка,PAZ08-14,cityhall,base.bg,,False
l10n_bg.11538,11538,l10n_bg_city.town,Свети Влас,BGS15-02,cityhall,base.bg,,False
l10n_bg.65543,65543,l10n_bg_city.village,Свети Никола,DOB17-13,cityhall,base.bg,,False
l10n_bg.65557,65557,l10n_bg_city.village,Светлен,TGV24-30,cityhall,base.bg,,False
l10n_bg.65560,65560,l10n_bg_city.village,Светлина,BGS06-18,cityhall,base.bg,,False
l10n_bg.65601,65601,l10n_bg_city.village,Световрачене,SOF46-47,cityhall,base.bg,,False
l10n_bg.65615,65615,l10n_bg_city.village,Светослав,SLS15-09,cityhall,base.bg,,False
l10n_bg.65629,65629,l10n_bg_city.village,Светослав,HKV30-22,cityhall,base.bg,,False
l10n_bg.65646,65646,l10n_bg_city.village,Светулка,KRZ02-20,cityhall,base.bg,,False
l10n_bg.65650,65650,l10n_bg_city.village,Свещари,RAZ14-18,cityhall,base.bg,,False
l10n_bg.65663,65663,l10n_bg_city.village,Свидня,SFO43-29,cityhall,base.bg,,False
l10n_bg.65704,65704,l10n_bg_city.village,Свирачи,HKV11-20,cityhall,base.bg,,False
l10n_bg.65721,65721,l10n_bg_city.village,Свирково,HKV29-06,cityhall,base.bg,,False
l10n_bg.65783,65783,l10n_bg_city.village,Свобода,BGS08-09,cityhall,base.bg,,False
l10n_bg.65797,65797,l10n_bg_city.village,Свобода,KRZ21-35,cityhall,base.bg,,False
l10n_bg.65807,65807,l10n_bg_city.village,Свобода,PAZ32-03,cityhall,base.bg,,False
l10n_bg.65810,65810,l10n_bg_city.village,Свобода,SZR36-11,cityhall,base.bg,,False
l10n_bg.65824,65824,l10n_bg_city.village,Свобода,DOB15-53,cityhall,base.bg,,False
l10n_bg.65838,65838,l10n_bg_city.village,Свободен,SZR27-17,cityhall,base.bg,,False
l10n_bg.65841,65841,l10n_bg_city.village,Свободиново,KRZ35-21,cityhall,base.bg,,False
l10n_bg.65886,65886,l10n_bg_city.village,Севар,RAZ16-10,cityhall,base.bg,,False
l10n_bg.65890,65890,l10n_bg_city.village,Севдалина,KRZ16-87,cityhall,base.bg,,False
l10n_bg.65906,65906,l10n_bg_city.village,Северняк,DOB20-13,cityhall,base.bg,,False
l10n_bg.65913,65913,l10n_bg_city.village,Северци,DOB20-14,cityhall,base.bg,,False
l10n_bg.65944,65944,l10n_bg_city.village,Седефче,KRZ21-20,cityhall,base.bg,,False
l10n_bg.65961,65961,l10n_bg_city.village,Седлари,KRZ21-21,cityhall,base.bg,,False
l10n_bg.70771,70771,l10n_bg_city.village,Седларци,KRZ02-24,cityhall,base.bg,,False
l10n_bg.65975,65975,l10n_bg_city.village,Седловина,KRZ16-31,cityhall,base.bg,,False
l10n_bg.65992,65992,l10n_bg_city.village,Сейдол,RAZ17-21,cityhall,base.bg,,False
l10n_bg.66038,66038,l10n_bg_city.village,Секулово,SLS10-21,cityhall,base.bg,,False
l10n_bg.70723,70723,l10n_bg_city.village,Селановци,VRC31-06,cityhall,base.bg,,False
l10n_bg.66041,66041,l10n_bg_city.village,Селиминово,SLV20-34,cityhall,base.bg,,False
l10n_bg.66055,66055,l10n_bg_city.village,Селище,BLG03-20,cityhall,base.bg,,False
l10n_bg.66072,66072,l10n_bg_city.village,Селищен дол,PER32-21,cityhall,base.bg,,False
l10n_bg.66086,66086,l10n_bg_city.village,Селска поляна,HKV18-10,cityhall,base.bg,,False
l10n_bg.66113,66113,l10n_bg_city.village,Селце,DOB17-14,cityhall,base.bg,,False
l10n_bg.66127,66127,l10n_bg_city.village,Селци,PDV28-10,cityhall,base.bg,,False
l10n_bg.66130,66130,l10n_bg_city.village,Селча,SML09-11,cityhall,base.bg,,False
l10n_bg.66158,66158,l10n_bg_city.village,Семерджиево,RSE27-07,cityhall,base.bg,,False
l10n_bg.66175,66175,l10n_bg_city.village,Семерци,TGV02-30,cityhall,base.bg,,False
l10n_bg.66202,66202,l10n_bg_city.village,Семчиново,PAZ29-12,cityhall,base.bg,,False
l10n_bg.66216,66216,l10n_bg_city.village,Сенник,GAB29-25,cityhall,base.bg,,False
l10n_bg.66229,66229,l10n_bg_city.town,Сеново,RSE05-08,cityhall,base.bg,,False
l10n_bg.66250,66250,l10n_bg_city.village,Сенокос,DOB03-14,cityhall,base.bg,,False
l10n_bg.16184,16184,l10n_bg_city.village,Септемврийци,MON11-03,cityhall,base.bg,,False
l10n_bg.66278,66278,l10n_bg_city.village,Септемврийци,VID16-17,cityhall,base.bg,,False
l10n_bg.66281,66281,l10n_bg_city.village,Септемврийци,DOB17-15,cityhall,base.bg,,False
l10n_bg.66295,66295,l10n_bg_city.village,Сеслав,RAZ16-11,cityhall,base.bg,,False
l10n_bg.66319,66319,l10n_bg_city.village,Сестримо,PAZ04-06,cityhall,base.bg,,False
l10n_bg.66336,66336,l10n_bg_city.village,Сестринско,KRZ16-88,cityhall,base.bg,,False
l10n_bg.66353,66353,l10n_bg_city.village,Сечище,SHU22-12,cityhall,base.bg,,False
l10n_bg.66370,66370,l10n_bg_city.village,Сива река,HKV28-11,cityhall,base.bg,,False
l10n_bg.66384,66384,l10n_bg_city.village,Сивино,SML31-28,cityhall,base.bg,,False
l10n_bg.66408,66408,l10n_bg_city.village,Сигмен,BGS09-22,cityhall,base.bg,,False
l10n_bg.66411,66411,l10n_bg_city.village,Силен,HKV30-30,cityhall,base.bg,,False
l10n_bg.66439,66439,l10n_bg_city.village,Симеоновец,PAZ29-13,cityhall,base.bg,,False
l10n_bg.66456,66456,l10n_bg_city.village,Симеоново,JAM25-49,cityhall,base.bg,,False
l10n_bg.66473,66473,l10n_bg_city.village,Синаговци,VID09-28,cityhall,base.bg,,False
l10n_bg.66487,66487,l10n_bg_city.village,Синапово,HKV32-13,cityhall,base.bg,,False
l10n_bg.66490,66490,l10n_bg_city.village,Синдел,VAR01-12,cityhall,base.bg,,False
l10n_bg.66500,66500,l10n_bg_city.village,Синделци,KRZ21-22,cityhall,base.bg,,False
l10n_bg.66528,66528,l10n_bg_city.village,Синеморец,BGS13-12,cityhall,base.bg,,False
l10n_bg.66531,66531,l10n_bg_city.village,Сини вир,SHU18-10,cityhall,base.bg,,False
l10n_bg.80296,80296,l10n_bg_city.village,Сини рид,BGS18-34,cityhall,base.bg,,False
l10n_bg.66545,66545,l10n_bg_city.village,Синигер,KRZ15-38,cityhall,base.bg,,False
l10n_bg.66559,66559,l10n_bg_city.village,Синитово,PAZ19-25,cityhall,base.bg,,False
l10n_bg.66562,66562,l10n_bg_city.village,Синчец,KRZ02-21,cityhall,base.bg,,False
l10n_bg.66576,66576,l10n_bg_city.village,Синьо бърдо,VRC32-06,cityhall,base.bg,,False
l10n_bg.66593,66593,l10n_bg_city.village,Синя вода,RAZ17-22,cityhall,base.bg,,False
l10n_bg.66603,66603,l10n_bg_city.village,Сипей,KRZ16-32,cityhall,base.bg,,False
l10n_bg.70809,70809,l10n_bg_city.village,Сипец,KRZ08-32,cityhall,base.bg,,False
l10n_bg.66617,66617,l10n_bg_city.village,Сираково,VRC05-04,cityhall,base.bg,,False
l10n_bg.66634,66634,l10n_bg_city.village,Сираково,HKV19-07,cityhall,base.bg,,False
l10n_bg.66648,66648,l10n_bg_city.village,Сирищник,PER22-02,cityhall,base.bg,,False
l10n_bg.66696,66696,l10n_bg_city.village,Скала,SLS10-22,cityhall,base.bg,,False
l10n_bg.66706,66706,l10n_bg_city.village,Скалак,BGS18-26,cityhall,base.bg,,False
l10n_bg.66716,66716,l10n_bg_city.village,Скалак,KRZ15-64,cityhall,base.bg,,False
l10n_bg.66723,66723,l10n_bg_city.village,Скалина,KRZ08-33,cityhall,base.bg,,False
l10n_bg.66737,66737,l10n_bg_city.village,Скалица,JAM25-35,cityhall,base.bg,,False
l10n_bg.66740,66740,l10n_bg_city.village,Скалище,KRZ16-33,cityhall,base.bg,,False
l10n_bg.66754,66754,l10n_bg_city.village,Скална глава,KRZ16-34,cityhall,base.bg,,False
l10n_bg.66785,66785,l10n_bg_city.village,Склаве,BLG40-37,cityhall,base.bg,,False
l10n_bg.66799,66799,l10n_bg_city.village,Скобелево,LOV18-22,cityhall,base.bg,,False
l10n_bg.66812,66812,l10n_bg_city.village,Скобелево,SLV20-35,cityhall,base.bg,,False
l10n_bg.66826,66826,l10n_bg_city.village,Скобелево,SZR24-09,cityhall,base.bg,,False
l10n_bg.66831,66831,l10n_bg_city.village,Скобелево,HKV09-21,cityhall,base.bg,,False
l10n_bg.66860,66860,l10n_bg_city.village,Скравена,SFO07-11,cityhall,base.bg,,False
l10n_bg.66874,66874,l10n_bg_city.village,Скребатно,BLG13-13,cityhall,base.bg,,False
l10n_bg.66891,66891,l10n_bg_city.village,Скриняно,KNL29-38,cityhall,base.bg,,False
l10n_bg.66901,66901,l10n_bg_city.village,Скрът,BLG33-39,cityhall,base.bg,,False
l10n_bg.66915,66915,l10n_bg_city.village,Скутаре,PDV17-14,cityhall,base.bg,,False
l10n_bg.66929,66929,l10n_bg_city.village,Скърбино,KRZ16-89,cityhall,base.bg,,False
l10n_bg.66932,66932,l10n_bg_city.village,Славеево,HKV11-21,cityhall,base.bg,,False
l10n_bg.66946,66946,l10n_bg_city.village,Славеево,DOB15-54,cityhall,base.bg,,False
l10n_bg.66963,66963,l10n_bg_city.village,Славейково,VAR24-17,cityhall,base.bg,,False
l10n_bg.66957,66957,l10n_bg_city.village,Славейно,SML31-29,cityhall,base.bg,,False
l10n_bg.67009,67009,l10n_bg_city.village,Славовица,PAZ29-14,cityhall,base.bg,,False
l10n_bg.67012,67012,l10n_bg_city.village,Славовица,PVN10-13,cityhall,base.bg,,False
l10n_bg.67043,67043,l10n_bg_city.village,Славотин,MON29-17,cityhall,base.bg,,False
l10n_bg.67060,67060,l10n_bg_city.village,Славяни,LOV18-23,cityhall,base.bg,,False
l10n_bg.67088,67088,l10n_bg_city.town,Славяново,PVN24-20,cityhall,base.bg,,False
l10n_bg.67091,67091,l10n_bg_city.village,Славяново,TGV24-31,cityhall,base.bg,,False
l10n_bg.67101,67101,l10n_bg_city.village,Славяново,HKV33-19,cityhall,base.bg,,False
l10n_bg.67115,67115,l10n_bg_city.village,Славянци,BGS23-19,cityhall,base.bg,,False
l10n_bg.67146,67146,l10n_bg_city.village,Сладун,HKV28-12,cityhall,base.bg,,False
l10n_bg.67163,67163,l10n_bg_city.village,Слаковци,PER08-19,cityhall,base.bg,,False
l10n_bg.67177,67177,l10n_bg_city.village,Сламино,JAM25-36,cityhall,base.bg,,False
l10n_bg.67180,67180,l10n_bg_city.village,Слана бара,VID09-29,cityhall,base.bg,,False
l10n_bg.67194,67194,l10n_bg_city.village,Сланотрън,VID09-30,cityhall,base.bg,,False
l10n_bg.67218,67218,l10n_bg_city.village,Слатина,LOV18-24,cityhall,base.bg,,False
l10n_bg.67221,67221,l10n_bg_city.village,Слатина,MON02-14,cityhall,base.bg,,False
l10n_bg.67235,67235,l10n_bg_city.village,Слатина,PDV13-23,cityhall,base.bg,,False
l10n_bg.67249,67249,l10n_bg_city.village,Слатина,SLS32-10,cityhall,base.bg,,False
l10n_bg.67252,67252,l10n_bg_city.village,Слатино,KNL05-08,cityhall,base.bg,,False
l10n_bg.67270,67270,l10n_bg_city.village,Слащен,BLG42-11,cityhall,base.bg,,False
l10n_bg.67283,67283,l10n_bg_city.village,Сливак,SHU11-15,cityhall,base.bg,,False
l10n_bg.67297,67297,l10n_bg_city.village,Сливарка,KRZ15-39,cityhall,base.bg,,False
l10n_bg.67310,67310,l10n_bg_city.village,Сливата,MON24-12,cityhall,base.bg,,False
l10n_bg.70812,70812,l10n_bg_city.village,Сливенци,DOB15-60,cityhall,base.bg,,False
l10n_bg.67369,67369,l10n_bg_city.village,Сливница,BLG28-05,cityhall,base.bg,,False
l10n_bg.67386,67386,l10n_bg_city.village,Сливовик,MON26-04,cityhall,base.bg,,False
l10n_bg.67461,67461,l10n_bg_city.village,Слокощица,KNL29-39,cityhall,base.bg,,False
l10n_bg.67475,67475,l10n_bg_city.village,Сломер,VTR22-17,cityhall,base.bg,,False
l10n_bg.67489,67489,l10n_bg_city.village,Слънчево,VAR02-21,cityhall,base.bg,,False
l10n_bg.67502,67502,l10n_bg_city.village,Слънчоглед,KRZ08-16,cityhall,base.bg,,False
l10n_bg.67516,67516,l10n_bg_city.village,Смилец,PAZ32-04,cityhall,base.bg,,False
l10n_bg.67526,67526,l10n_bg_city.village,Смилец,SLS31-14,cityhall,base.bg,,False
l10n_bg.67547,67547,l10n_bg_city.village,Смилян,SML31-30,cityhall,base.bg,,False
l10n_bg.67564,67564,l10n_bg_city.village,Смирненски,MON07-08,cityhall,base.bg,,False
l10n_bg.67578,67578,l10n_bg_city.village,Смирненски,RSE05-09,cityhall,base.bg,,False
l10n_bg.67581,67581,l10n_bg_city.village,Смирненци,HKV33-20,cityhall,base.bg,,False
l10n_bg.32603,32603,l10n_bg_city.village,Смолево,BLG53-04,cityhall,base.bg,,False
l10n_bg.67622,67622,l10n_bg_city.village,Смолница,DOB15-55,cityhall,base.bg,,False
l10n_bg.67636,67636,l10n_bg_city.village,Смолско,SFO56-04,cityhall,base.bg,,False
l10n_bg.67667,67667,l10n_bg_city.village,Смоляновци,MON29-18,cityhall,base.bg,,False
l10n_bg.67670,67670,l10n_bg_city.village,Смочан,LOV18-26,cityhall,base.bg,,False
l10n_bg.67698,67698,l10n_bg_city.village,Смочево,KNL38-04,cityhall,base.bg,,False
l10n_bg.67725,67725,l10n_bg_city.village,Снежа,BGS18-27,cityhall,base.bg,,False
l10n_bg.67739,67739,l10n_bg_city.village,Снежина,VAR24-18,cityhall,base.bg,,False
l10n_bg.67767,67767,l10n_bg_city.village,Снягово,BGS18-28,cityhall,base.bg,,False
l10n_bg.67773,67773,l10n_bg_city.village,Снягово,DOB12-35,cityhall,base.bg,,False
l10n_bg.67787,67787,l10n_bg_city.village,Совата,VTR28-12,cityhall,base.bg,,False
l10n_bg.67790,67790,l10n_bg_city.village,Соволяно,KNL29-40,cityhall,base.bg,,False
l10n_bg.67828,67828,l10n_bg_city.village,Сокол,SLS07-19,cityhall,base.bg,,False
l10n_bg.67831,67831,l10n_bg_city.village,Сокол,SLV16-26,cityhall,base.bg,,False
l10n_bg.67845,67845,l10n_bg_city.village,Соколаре,VRC08-12,cityhall,base.bg,,False
l10n_bg.67859,67859,l10n_bg_city.village,Соколарци,SLV11-16,cityhall,base.bg,,False
l10n_bg.67876,67876,l10n_bg_city.village,Соколец,BGS18-29,cityhall,base.bg,,False
l10n_bg.67882,67882,l10n_bg_city.village,Соколино,KRZ21-23,cityhall,base.bg,,False
l10n_bg.67903,67903,l10n_bg_city.village,Соколица,PDV13-24,cityhall,base.bg,,False
l10n_bg.67920,67920,l10n_bg_city.village,Соколово,BGS09-23,cityhall,base.bg,,False
l10n_bg.67951,67951,l10n_bg_city.village,Соколово,DOB03-15,cityhall,base.bg,,False
l10n_bg.67965,67965,l10n_bg_city.village,Соколовци,SML31-31,cityhall,base.bg,,False
l10n_bg.67982,67982,l10n_bg_city.village,Соколяне,KRZ16-45,cityhall,base.bg,,False
l10n_bg.68014,68014,l10n_bg_city.village,Солище,KRZ16-35,cityhall,base.bg,,False
l10n_bg.68028,68028,l10n_bg_city.village,Солник,VAR13-13,cityhall,base.bg,,False
l10n_bg.68045,68045,l10n_bg_city.village,Сомовит,PVN08-10,cityhall,base.bg,,False
l10n_bg.68076,68076,l10n_bg_city.village,Сопот,LOV36-10,cityhall,base.bg,,False
l10n_bg.68093,68093,l10n_bg_city.village,Сопотот,SML27-10,cityhall,base.bg,,False
l10n_bg.68117,68117,l10n_bg_city.village,Сотиря,SLV20-36,cityhall,base.bg,,False
l10n_bg.68120,68120,l10n_bg_city.village,Софийци,KRZ08-34,cityhall,base.bg,,False
l10n_bg.68148,68148,l10n_bg_city.village,Софрониево,VRC28-05,cityhall,base.bg,,False
l10n_bg.68179,68179,l10n_bg_city.village,Спанчевци,MON12-06,cityhall,base.bg,,False
l10n_bg.68182,68182,l10n_bg_city.village,Спасово,SZR36-12,cityhall,base.bg,,False
l10n_bg.68196,68196,l10n_bg_city.village,Спасово,DOB12-36,cityhall,base.bg,,False
l10n_bg.68223,68223,l10n_bg_city.village,Спатово,BLG40-38,cityhall,base.bg,,False
l10n_bg.68237,68237,l10n_bg_city.village,Спахиево,HKV19-08,cityhall,base.bg,,False
l10n_bg.68254,68254,l10n_bg_city.village,Срацимир,SLS31-15,cityhall,base.bg,,False
l10n_bg.68299,68299,l10n_bg_city.village,Сребърна,SLS31-16,cityhall,base.bg,,False
l10n_bg.68309,68309,l10n_bg_city.village,Средец,SML18-13,cityhall,base.bg,,False
l10n_bg.68312,68312,l10n_bg_city.village,Средец,SZR23-09,cityhall,base.bg,,False
l10n_bg.68336,68336,l10n_bg_city.village,Срединка,KRZ16-90,cityhall,base.bg,,False
l10n_bg.68357,68357,l10n_bg_city.village,Средище,SLS15-10,cityhall,base.bg,,False
l10n_bg.68388,68388,l10n_bg_city.village,Средковец,SHU18-11,cityhall,base.bg,,False
l10n_bg.68401,68401,l10n_bg_city.village,Средна махала,BGS18-30,cityhall,base.bg,,False
l10n_bg.68415,68415,l10n_bg_city.village,Среднево,KRZ35-34,cityhall,base.bg,,False
l10n_bg.68463,68463,l10n_bg_city.village,Средно градище,SZR36-13,cityhall,base.bg,,False
l10n_bg.68494,68494,l10n_bg_city.village,Средно село,VTR14-10,cityhall,base.bg,,False
l10n_bg.68446,68446,l10n_bg_city.village,Средногорово,SZR12-14,cityhall,base.bg,,False
l10n_bg.68451,68451,l10n_bg_city.village,Средногорци,SML16-17,cityhall,base.bg,,False
l10n_bg.68504,68504,l10n_bg_city.village,Средня,SHU30-19,cityhall,base.bg,,False
l10n_bg.68518,68518,l10n_bg_city.village,Средогрив,VID37-06,cityhall,base.bg,,False
l10n_bg.68549,68549,l10n_bg_city.village,Средорек,SLV20-37,cityhall,base.bg,,False
l10n_bg.68552,68552,l10n_bg_city.village,Средоселци,RAZ14-19,cityhall,base.bg,,False
l10n_bg.68577,68577,l10n_bg_city.village,Средско,KRZ14-36,cityhall,base.bg,,False
l10n_bg.68583,68583,l10n_bg_city.village,Срем,HKV32-14,cityhall,base.bg,,False
l10n_bg.68597,68597,l10n_bg_city.village,Срънско,KRZ02-40,cityhall,base.bg,,False
l10n_bg.68607,68607,l10n_bg_city.village,Ставерци,PVN10-14,cityhall,base.bg,,False
l10n_bg.68655,68655,l10n_bg_city.village,Стакевци,VID01-13,cityhall,base.bg,,False
l10n_bg.68669,68669,l10n_bg_city.village,Сталево,HKV09-22,cityhall,base.bg,,False
l10n_bg.68672,68672,l10n_bg_city.village,Сталийска махала,MON24-07,cityhall,base.bg,,False
l10n_bg.68692,68692,l10n_bg_city.village,Стамболийски,HKV34-30,cityhall,base.bg,,False
l10n_bg.04830,04830,l10n_bg_city.village,Стамболово,SFO20-01,cityhall,base.bg,,False
l10n_bg.68708,68708,l10n_bg_city.village,Стамболово,VTR22-18,cityhall,base.bg,,False
l10n_bg.68713,68713,l10n_bg_city.village,Стамболово,RSE33-09,cityhall,base.bg,,False
l10n_bg.68744,68744,l10n_bg_city.village,Стан,SHU22-13,cityhall,base.bg,,False
l10n_bg.68761,68761,l10n_bg_city.village,Станец,TGV22-56,cityhall,base.bg,,False
l10n_bg.68847,68847,l10n_bg_city.village,Станянци,SHU10-12,cityhall,base.bg,,False
l10n_bg.68864,68864,l10n_bg_city.village,Стара река,SLV20-38,cityhall,base.bg,,False
l10n_bg.68878,68878,l10n_bg_city.village,Стара река,JAM25-37,cityhall,base.bg,,False
l10n_bg.68895,68895,l10n_bg_city.village,Старейшино,KRZ14-61,cityhall,base.bg,,False
l10n_bg.68936,68936,l10n_bg_city.village,Стари чал,KRZ15-40,cityhall,base.bg,,False
l10n_bg.68967,68967,l10n_bg_city.village,Старо Железаре,PDV37-09,cityhall,base.bg,,False
l10n_bg.68998,68998,l10n_bg_city.village,Старо Оряхово,VAR13-14,cityhall,base.bg,,False
l10n_bg.69047,69047,l10n_bg_city.village,Старо селище,RAZ14-20,cityhall,base.bg,,False
l10n_bg.69050,69050,l10n_bg_city.village,Старо село,VRC27-24,cityhall,base.bg,,False
l10n_bg.69064,69064,l10n_bg_city.village,Старо село,PER36-24,cityhall,base.bg,,False
l10n_bg.69078,69078,l10n_bg_city.village,Старо село,SLS34-08,cityhall,base.bg,,False
l10n_bg.69081,69081,l10n_bg_city.village,Старо село,SLV20-39,cityhall,base.bg,,False
l10n_bg.70500,70500,l10n_bg_city.village,Старо село,LOV34-24,cityhall,base.bg,,False
l10n_bg.68953,68953,l10n_bg_city.village,Старово,KRZ14-37,cityhall,base.bg,,False
l10n_bg.68970,68970,l10n_bg_city.village,Старозагорски бани,SZR31-45,cityhall,base.bg,,False
l10n_bg.69002,69002,l10n_bg_city.village,Старопатица,VID22-05,cityhall,base.bg,,False
l10n_bg.69016,69016,l10n_bg_city.village,Старосел,PDV37-10,cityhall,base.bg,,False
l10n_bg.69095,69095,l10n_bg_city.village,Староселци,PVN23-03,cityhall,base.bg,,False
l10n_bg.69105,69105,l10n_bg_city.village,Старцево,SML11-05,cityhall,base.bg,,False
l10n_bg.69119,69119,l10n_bg_city.village,Старчево,BLG33-40,cityhall,base.bg,,False
l10n_bg.69136,69136,l10n_bg_city.village,Старчище,TGV02-10,cityhall,base.bg,,False
l10n_bg.69146,69146,l10n_bg_city.village,Стеврек,TGV02-11,cityhall,base.bg,,False
l10n_bg.69153,69153,l10n_bg_city.village,Стежерово,PVN16-11,cityhall,base.bg,,False
l10n_bg.69167,69167,l10n_bg_city.village,Стенско,KNL29-41,cityhall,base.bg,,False
l10n_bg.69170,69170,l10n_bg_city.village,Стефан Караджа,VAR09-18,cityhall,base.bg,,False
l10n_bg.69184,69184,l10n_bg_city.village,Стефан Караджа,SLS07-20,cityhall,base.bg,,False
l10n_bg.69198,69198,l10n_bg_city.village,Стефан Караджа,DOB15-57,cityhall,base.bg,,False
l10n_bg.69208,69208,l10n_bg_city.village,Стефан Караджово,JAM03-16,cityhall,base.bg,,False
l10n_bg.17467,17467,l10n_bg_city.village,Стефан Стамболово,VTR26-02,cityhall,base.bg,,False
l10n_bg.69239,69239,l10n_bg_city.village,Стефаново,PER36-25,cityhall,base.bg,,False
l10n_bg.69242,69242,l10n_bg_city.village,Стефаново,DOB15-58,cityhall,base.bg,,False
l10n_bg.69261,69261,l10n_bg_city.village,Стоб,KNL27-08,cityhall,base.bg,,False
l10n_bg.69273,69273,l10n_bg_city.village,Стоево,PDV01-18,cityhall,base.bg,,False
l10n_bg.69300,69300,l10n_bg_city.village,Стожер,DOB15-59,cityhall,base.bg,,False
l10n_bg.69314,69314,l10n_bg_city.village,Стоил войвода,SLV16-27,cityhall,base.bg,,False
l10n_bg.69345,69345,l10n_bg_city.village,Стойките,SML31-33,cityhall,base.bg,,False
l10n_bg.69359,69359,l10n_bg_city.village,Стойково,HKV34-31,cityhall,base.bg,,False
l10n_bg.69417,69417,l10n_bg_city.village,Стоките,GAB29-26,cityhall,base.bg,,False
l10n_bg.69420,69420,l10n_bg_city.village,Столетово,PDV13-26,cityhall,base.bg,,False
l10n_bg.69448,69448,l10n_bg_city.village,Столник,SFO17-16,cityhall,base.bg,,False
l10n_bg.69451,69451,l10n_bg_city.village,Столът,GAB29-27,cityhall,base.bg,,False
l10n_bg.69465,69465,l10n_bg_city.village,Стоманево,SML09-12,cityhall,base.bg,,False
l10n_bg.69482,69482,l10n_bg_city.village,Стоманци,KRZ14-38,cityhall,base.bg,,False
l10n_bg.69506,69506,l10n_bg_city.village,Стоян Михайловски,SHU22-14,cityhall,base.bg,,False
l10n_bg.69554,69554,l10n_bg_city.village,Стояновци,VRC32-08,cityhall,base.bg,,False
l10n_bg.69585,69585,l10n_bg_city.village,Стража,SML31-34,cityhall,base.bg,,False
l10n_bg.69599,69599,l10n_bg_city.village,Стража,TGV35-36,cityhall,base.bg,,False
l10n_bg.69612,69612,l10n_bg_city.village,Стражевци,KRZ16-91,cityhall,base.bg,,False
l10n_bg.70860,70860,l10n_bg_city.village,Стражец,RAZ26-15,cityhall,base.bg,,False
l10n_bg.69643,69643,l10n_bg_city.village,Стражица,DOB03-16,cityhall,base.bg,,False
l10n_bg.69657,69657,l10n_bg_city.village,Стражница,KRZ35-35,cityhall,base.bg,,False
l10n_bg.69688,69688,l10n_bg_city.village,Странджево,KRZ15-41,cityhall,base.bg,,False
l10n_bg.69691,69691,l10n_bg_city.village,Странско,HKV09-23,cityhall,base.bg,,False
l10n_bg.69715,69715,l10n_bg_city.village,Страхил войвода,KRZ16-92,cityhall,base.bg,,False
l10n_bg.69729,69729,l10n_bg_city.village,Страхилица,SHU07-10,cityhall,base.bg,,False
l10n_bg.69732,69732,l10n_bg_city.village,Страхилово,VTR26-15,cityhall,base.bg,,False
l10n_bg.69746,69746,l10n_bg_city.village,Страцин,BGS17-16,cityhall,base.bg,,False
l10n_bg.69759,69759,l10n_bg_city.village,Страшимир,SML11-06,cityhall,base.bg,,False
l10n_bg.69763,69763,l10n_bg_city.village,Страшимирово,VAR04-04,cityhall,base.bg,,False
l10n_bg.69780,69780,l10n_bg_city.village,Стрелец,VTR06-11,cityhall,base.bg,,False
l10n_bg.69794,69794,l10n_bg_city.village,Стрелец,SZR31-46,cityhall,base.bg,,False
l10n_bg.69818,69818,l10n_bg_city.village,Стрелци,PDV07-11,cityhall,base.bg,,False
l10n_bg.69821,69821,l10n_bg_city.village,Стрелци,SLV11-17,cityhall,base.bg,,False
l10n_bg.69849,69849,l10n_bg_city.village,Стремово,KRZ16-93,cityhall,base.bg,,False
l10n_bg.69852,69852,l10n_bg_city.village,Стремци,KRZ16-37,cityhall,base.bg,,False
l10n_bg.69866,69866,l10n_bg_city.village,Стрижба,KRZ14-39,cityhall,base.bg,,False
l10n_bg.69874,69874,l10n_bg_city.village,Строево,PDV17-15,cityhall,base.bg,,False
l10n_bg.69924,69924,l10n_bg_city.village,Струино,SHU30-20,cityhall,base.bg,,False
l10n_bg.69938,69938,l10n_bg_city.village,Струма,BLG40-39,cityhall,base.bg,,False
l10n_bg.69941,69941,l10n_bg_city.village,Струмешница,BLG33-41,cityhall,base.bg,,False
l10n_bg.69972,69972,l10n_bg_city.village,Струпец,VRC32-09,cityhall,base.bg,,False
l10n_bg.69986,69986,l10n_bg_city.village,Струпец,SLV20-40,cityhall,base.bg,,False
l10n_bg.69990,69990,l10n_bg_city.village,Струя,BGS18-31,cityhall,base.bg,,False
