id,l10n_bg_ecattu,l10n_bg_type_settlement_id/id,name,l10n_bg_code,state_id/id,l10n_bg_municipality_id/id,l10n_bg_city_hall_id/id,l10n_bg_structure_type,country_id/id
l10n_bg.17840,17840,l10n_bg_city.village,Greevtsi,TGV02-00,l10n_bg.S73626,l10n_bg.00518,,normal,base.bg
l10n_bg.17991,17991,l10n_bg_city.village,Grablevtsi,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.18006,18006,l10n_bg_city.village,Gralska padina,SFO16-00,l10n_bg.S68134,l10n_bg.23409,,normal,base.bg
l10n_bg.18037,18037,l10n_bg_city.village,Gubesh,SFO09-00,l10n_bg.S68134,l10n_bg.15309,,normal,base.bg
l10n_bg.18040,18040,l10n_bg_city.village,Gubislav,SFO43-00,l10n_bg.S68134,l10n_bg.65869,,normal,base.bg
l10n_bg.18068,18068,l10n_bg_city.village,Gudevitsa,SML31-01,l10n_bg.S67653,l10n_bg.67653,l10n_bg.00597,normal,base.bg
l10n_bg.18112,18112,l10n_bg_city.village,Gurbanovtsi,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.18133,18133,l10n_bg_city.village,Gurgulyat,SFO45-00,l10n_bg.S68134,l10n_bg.67372,,normal,base.bg
l10n_bg.15638,15638,l10n_bg_city.village,Galabovo,BLG02-00,l10n_bg.S04279,l10n_bg.03504,,normal,base.bg
l10n_bg.18294,18294,l10n_bg_city.village,Galabovtsi,SFO45-00,l10n_bg.S68134,l10n_bg.67372,,normal,base.bg
l10n_bg.18318,18318,l10n_bg_city.village,Garbino,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.18335,18335,l10n_bg_city.village,Gardevtsi,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.18349,18349,l10n_bg_city.village,Garlo,PER08-00,l10n_bg.S55871,l10n_bg.06286,,normal,base.bg
l10n_bg.18397,18397,l10n_bg_city.village,Garnya,GAB12-00,l10n_bg.S14218,l10n_bg.23947,,normal,base.bg
l10n_bg.20027,20027,l10n_bg_city.village,Daveri,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.20078,20078,l10n_bg_city.village,Daevtsi,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.20081,20081,l10n_bg_city.village,Daynovtsi,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.20198,20198,l10n_bg_city.village,Dve topoli,SML02-00,l10n_bg.S67653,l10n_bg.44402,,normal,base.bg
l10n_bg.20211,20211,l10n_bg_city.village,Dvorishte,SZR37-00,l10n_bg.S68850,l10n_bg.18157,,normal,base.bg
l10n_bg.20225,20225,l10n_bg_city.village,Debel dyal,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.20599,20599,l10n_bg_city.village,Debelets,VAR16-00,l10n_bg.S10135,l10n_bg.24565,,normal,base.bg
l10n_bg.20268,20268,l10n_bg_city.village,Debeli rat,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.20287,20287,l10n_bg_city.village,Debeltsovo,GAB29-00,l10n_bg.S14218,l10n_bg.65927,,normal,base.bg
l10n_bg.20290,20290,l10n_bg_city.village,Debelyanovo,SML02-00,l10n_bg.S67653,l10n_bg.44402,,normal,base.bg
l10n_bg.20328,20328,l10n_bg_city.village,Debochitsa,BLG03-00,l10n_bg.S04279,l10n_bg.04279,,normal,base.bg
l10n_bg.20345,20345,l10n_bg_city.village,Debrene,BLG40-00,l10n_bg.S04279,l10n_bg.65334,,normal,base.bg
l10n_bg.20359,20359,l10n_bg_city.village,Debrene,DOB15-00,l10n_bg.S72624,l10n_bg.72624,,normal,base.bg
l10n_bg.20393,20393,l10n_bg_city.village,Devesilitsa,KRZ15-00,l10n_bg.S40909,l10n_bg.39970,,normal,base.bg
l10n_bg.20420,20420,l10n_bg_city.village,Devetaki,LOV18-00,l10n_bg.S43952,l10n_bg.43952,,normal,base.bg
l10n_bg.20434,20434,l10n_bg_city.village,Devetatsite,VTR04-00,l10n_bg.S10447,l10n_bg.10447,,normal,base.bg
l10n_bg.20448,20448,l10n_bg_city.village,Devetintsi,BGS09-00,l10n_bg.S07079,l10n_bg.36525,,normal,base.bg
l10n_bg.20479,20479,l10n_bg_city.village,Devino,TGV02-00,l10n_bg.S73626,l10n_bg.00518,,normal,base.bg
l10n_bg.20506,20506,l10n_bg_city.village,Dedina,VTR14-00,l10n_bg.S10447,l10n_bg.30962,,normal,base.bg
l10n_bg.20514,20514,l10n_bg_city.village,Dedintsi,VTR14-00,l10n_bg.S10447,l10n_bg.30962,,normal,base.bg
l10n_bg.20523,20523,l10n_bg_city.village,Dedovo,PDV26-29,l10n_bg.S56784,l10n_bg.56784,l10n_bg.77373,normal,base.bg
l10n_bg.20540,20540,l10n_bg_city.village,Delvino,BLG03-00,l10n_bg.S04279,l10n_bg.04279,,normal,base.bg
l10n_bg.20571,20571,l10n_bg_city.village,Delova mahala,VTR14-06,l10n_bg.S10447,l10n_bg.30962,l10n_bg.62431,normal,base.bg
l10n_bg.20585,20585,l10n_bg_city.village,Delchevo,BLG11-00,l10n_bg.S04279,l10n_bg.17395,,normal,base.bg
l10n_bg.20612,20612,l10n_bg_city.village,Delyan,KNL48-00,l10n_bg.S41112,l10n_bg.68789,,normal,base.bg
l10n_bg.20626,20626,l10n_bg_city.village,Delyan,SFO06-00,l10n_bg.S68134,l10n_bg.05027,,normal,base.bg
l10n_bg.20630,20630,l10n_bg_city.village,Delyanovtsi,VTR28-00,l10n_bg.S10447,l10n_bg.65766,,normal,base.bg
l10n_bg.20657,20657,l10n_bg_city.village,Dennitsa,JAM03-00,l10n_bg.S87374,l10n_bg.05284,,normal,base.bg
l10n_bg.20660,20660,l10n_bg_city.village,Denchevtsi,GAB12-00,l10n_bg.S14218,l10n_bg.23947,,normal,base.bg
l10n_bg.20674,20674,l10n_bg_city.village,Dervishka mogila,HKV28-13,l10n_bg.S77195,l10n_bg.65677,l10n_bg.70055,normal,base.bg
l10n_bg.20715,20715,l10n_bg_city.village,Dechkovtsi,VTR04-00,l10n_bg.S10447,l10n_bg.10447,,normal,base.bg
l10n_bg.20729,20729,l10n_bg_city.village,Dzhamuzovtsi,SFO20-00,l10n_bg.S68134,l10n_bg.32901,,normal,base.bg
l10n_bg.20818,20818,l10n_bg_city.village,Dzhinchovtsi,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.20852,20852,l10n_bg_city.village,Dzhumriite,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.20883,20883,l10n_bg_city.village,Dzhurkovo,PDV15-00,l10n_bg.S56784,l10n_bg.44478,,normal,base.bg
l10n_bg.20907,20907,l10n_bg_city.village,Dzhurovtsi,GAB12-02,l10n_bg.S14218,l10n_bg.23947,l10n_bg.12677,normal,base.bg
l10n_bg.20941,20941,l10n_bg_city.village,Diva Slatina,MON14-00,l10n_bg.S48489,l10n_bg.14773,,normal,base.bg
l10n_bg.20969,20969,l10n_bg_city.village,Divetsi,GAB05-23,l10n_bg.S14218,l10n_bg.14218,l10n_bg.57675,normal,base.bg
l10n_bg.20972,20972,l10n_bg_city.village,Divlya,PER19-00,l10n_bg.S55871,l10n_bg.30778,,normal,base.bg
l10n_bg.21035,21035,l10n_bg_city.village,Dimievtsi,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.21049,21049,l10n_bg_city.village,Dimitrievo,SZR36-00,l10n_bg.S68850,l10n_bg.81414,,normal,base.bg
l10n_bg.21066,21066,l10n_bg_city.village,Dimitrovtsi,VTR04-00,l10n_bg.S10447,l10n_bg.10447,,normal,base.bg
l10n_bg.21107,21107,l10n_bg_city.village,Dimovo,SML31-00,l10n_bg.S67653,l10n_bg.67653,,normal,base.bg
l10n_bg.21110,21110,l10n_bg_city.village,Dimovtsi,VTR04-00,l10n_bg.S10447,l10n_bg.10447,,normal,base.bg
l10n_bg.21124,21124,l10n_bg_city.village,Dimovtsi,SZR37-00,l10n_bg.S68850,l10n_bg.18157,,normal,base.bg
l10n_bg.21186,21186,l10n_bg_city.village,Dinkovitsa,VID09-00,l10n_bg.S10971,l10n_bg.10971,,normal,base.bg
l10n_bg.21213,21213,l10n_bg_city.village,Diralo,SML16-00,l10n_bg.S67653,l10n_bg.46045,,normal,base.bg
l10n_bg.21227,21227,l10n_bg_city.village,Dismanitsa,GAB29-00,l10n_bg.S14218,l10n_bg.65927,,normal,base.bg
l10n_bg.21261,21261,l10n_bg_city.village,Dlagnya,GAB12-00,l10n_bg.S14218,l10n_bg.23947,,normal,base.bg
l10n_bg.21275,21275,l10n_bg_city.village,Dlazhka polyana,TGV02-00,l10n_bg.S73626,l10n_bg.00518,,normal,base.bg
l10n_bg.21292,21292,l10n_bg_city.village,Dlahchevo-Sablyar,KNL31-00,l10n_bg.S41112,l10n_bg.51216,,normal,base.bg
l10n_bg.21302,21302,l10n_bg_city.village,Doborsko,KRZ15-47,l10n_bg.S40909,l10n_bg.39970,l10n_bg.80145,normal,base.bg
l10n_bg.21316,21316,l10n_bg_city.village,Dobravitsa,SFO43-00,l10n_bg.S68134,l10n_bg.65869,,normal,base.bg
l10n_bg.21324,21324,l10n_bg_city.village,Dobralak,PDV42-00,l10n_bg.S56784,l10n_bg.40467,,normal,base.bg
l10n_bg.21347,21347,l10n_bg_city.village,Dobreva cheresha,SML27-00,l10n_bg.S67653,l10n_bg.63207,,normal,base.bg
l10n_bg.21350,21350,l10n_bg_city.village,Dobrevo,DOB15-00,l10n_bg.S72624,l10n_bg.72624,,normal,base.bg
l10n_bg.21364,21364,l10n_bg_city.village,Dobrevtsi,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.21378,21378,l10n_bg_city.village,Dobrevtsi,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.21395,21395,l10n_bg_city.village,Dobrenite,GAB12-02,l10n_bg.S14218,l10n_bg.23947,l10n_bg.12677,normal,base.bg
l10n_bg.21419,21419,l10n_bg_city.village,Dobri dol,VAR01-01,l10n_bg.S10135,l10n_bg.00084,l10n_bg.03811,normal,base.bg
l10n_bg.21422,21422,l10n_bg_city.village,Dobri dol,KNL50-00,l10n_bg.S41112,l10n_bg.73047,,normal,base.bg
l10n_bg.21440,21440,l10n_bg_city.village,Dobri dol,PDV23-00,l10n_bg.S56784,l10n_bg.59080,,normal,base.bg
l10n_bg.21511,21511,l10n_bg_city.village,Dobrinovo,KRZ16-20,l10n_bg.S40909,l10n_bg.40909,l10n_bg.49120,normal,base.bg
l10n_bg.21542,21542,l10n_bg_city.village,Dobrich,JAM07-00,l10n_bg.S87374,l10n_bg.27382,,normal,base.bg
l10n_bg.21565,21565,l10n_bg_city.village,Dobrovo,KNL05-00,l10n_bg.S41112,l10n_bg.04532,,normal,base.bg
l10n_bg.21659,21659,l10n_bg_city.village,Dobroselets,HKV32-00,l10n_bg.S77195,l10n_bg.72761,,normal,base.bg
l10n_bg.21676,21676,l10n_bg_city.village,Dobrostan,PDV01-00,l10n_bg.S56784,l10n_bg.00702,,normal,base.bg
l10n_bg.21680,21680,l10n_bg_city.village,Dobrotino,BLG11-00,l10n_bg.S04279,l10n_bg.17395,,normal,base.bg
l10n_bg.21751,21751,l10n_bg_city.village,Dobarchin,SFO43-00,l10n_bg.S68134,l10n_bg.65869,,normal,base.bg
l10n_bg.21782,21782,l10n_bg_city.village,Dozhdevitsa,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.21796,21796,l10n_bg_city.village,Doynovtsi,VTR04-09,l10n_bg.S10447,l10n_bg.10447,l10n_bg.12098,normal,base.bg
l10n_bg.21806,21806,l10n_bg_city.village,Doyrantsi,KRZ02-19,l10n_bg.S40909,l10n_bg.00607,l10n_bg.63402,normal,base.bg
l10n_bg.21837,21837,l10n_bg_city.village,Dokatichevo,BLG44-00,l10n_bg.S04279,l10n_bg.66460,,normal,base.bg
l10n_bg.21854,21854,l10n_bg_city.village,Dokyovtsi,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.21899,21899,l10n_bg_city.village,Dolen Enevets,VTR04-00,l10n_bg.S10447,l10n_bg.10447,,normal,base.bg
l10n_bg.21885,21885,l10n_bg_city.village,Dolene,BLG33-00,l10n_bg.S04279,l10n_bg.56126,,normal,base.bg
l10n_bg.21909,21909,l10n_bg_city.village,Doleni,BLG40-00,l10n_bg.S04279,l10n_bg.65334,,normal,base.bg
l10n_bg.21937,21937,l10n_bg_city.village,Dolets,TGV24-00,l10n_bg.S73626,l10n_bg.57649,,normal,base.bg
l10n_bg.21943,21943,l10n_bg_city.village,Dolie,SML16-00,l10n_bg.S67653,l10n_bg.46045,,normal,base.bg
l10n_bg.22019,22019,l10n_bg_city.village,Dolna Bela rechka,MON12-00,l10n_bg.S48489,l10n_bg.12961,,normal,base.bg
l10n_bg.24894,24894,l10n_bg_city.village,Dolna Vasilitsa,SFO25-00,l10n_bg.S68134,l10n_bg.38902,,normal,base.bg
l10n_bg.22054,22054,l10n_bg_city.village,Dolna Vrabcha,PER19-00,l10n_bg.S55871,l10n_bg.30778,,normal,base.bg
l10n_bg.22099,22099,l10n_bg_city.village,Dolna Zlatitsa,TGV02-00,l10n_bg.S73626,l10n_bg.00518,,normal,base.bg
l10n_bg.22112,22112,l10n_bg_city.village,Dolna Koznitsa,KNL31-00,l10n_bg.S41112,l10n_bg.51216,,normal,base.bg
l10n_bg.22201,22201,l10n_bg_city.village,Dolna Melna,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.22229,22229,l10n_bg_city.village,Dolna Nevlya,SFO16-00,l10n_bg.S68134,l10n_bg.23409,,normal,base.bg
l10n_bg.22318,22318,l10n_bg_city.village,Dolni Boshnyak,VID09-00,l10n_bg.S10971,l10n_bg.10971,,normal,base.bg
l10n_bg.22352,22352,l10n_bg_city.village,Dolni Varpishta,GAB12-02,l10n_bg.S14218,l10n_bg.23947,l10n_bg.12677,normal,base.bg
l10n_bg.22383,22383,l10n_bg_city.village,Dolni Damyanovtsi,VTR04-09,l10n_bg.S10447,l10n_bg.10447,l10n_bg.12098,normal,base.bg
l10n_bg.22397,22397,l10n_bg_city.village,Dolni Dragoycha,GAB12-02,l10n_bg.S14218,l10n_bg.23947,l10n_bg.12677,normal,base.bg
l10n_bg.22410,22410,l10n_bg_city.village,Dolni Koriten,KNL50-00,l10n_bg.S41112,l10n_bg.73047,,normal,base.bg
l10n_bg.22441,22441,l10n_bg_city.village,Dolni Marentsi,GAB35-04,l10n_bg.S14218,l10n_bg.73403,l10n_bg.56719,normal,base.bg
l10n_bg.22455,22455,l10n_bg_city.village,Dolni Maryan,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.22469,22469,l10n_bg_city.village,Dolni Okol,SFO39-00,l10n_bg.S68134,l10n_bg.65231,,normal,base.bg
l10n_bg.22486,22486,l10n_bg_city.village,Dolni Radkovtsi,GAB35-04,l10n_bg.S14218,l10n_bg.73403,l10n_bg.56719,normal,base.bg
l10n_bg.22506,22506,l10n_bg_city.village,Dolni Romantsi,PER08-00,l10n_bg.S55871,l10n_bg.06286,,normal,base.bg
l10n_bg.22513,22513,l10n_bg_city.village,Dolni Tanchevtsi,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.22527,22527,l10n_bg_city.village,Dolni Tomchevtsi,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.22544,22544,l10n_bg_city.village,Dolni Yurutsi,KRZ15-00,l10n_bg.S40909,l10n_bg.39970,,normal,base.bg
l10n_bg.22592,22592,l10n_bg_city.village,Dolno varshilo,PAZ29-00,l10n_bg.S55155,l10n_bg.66264,,normal,base.bg
l10n_bg.22650,22650,l10n_bg_city.village,Dolno Kobile,KNL50-00,l10n_bg.S41112,l10n_bg.73047,,normal,base.bg
l10n_bg.22722,22722,l10n_bg_city.village,Dolno novo selo,SFO16-00,l10n_bg.S68134,l10n_bg.23409,,normal,base.bg
l10n_bg.22736,22736,l10n_bg_city.village,Dolno novo selo,SZR04-00,l10n_bg.S68850,l10n_bg.06183,,normal,base.bg
l10n_bg.22811,22811,l10n_bg_city.village,Dolno selo,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.22862,22862,l10n_bg_city.village,Dolno Uyno,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.22890,22890,l10n_bg_city.village,Dolno Shivachevo,VTR14-00,l10n_bg.S10447,l10n_bg.30962,,normal,base.bg
l10n_bg.22914,22914,l10n_bg_city.village,Dolno Yabalkovo,BGS06-00,l10n_bg.S07079,l10n_bg.17974,,normal,base.bg
l10n_bg.22825,22825,l10n_bg_city.village,Dolnoseltsi,HKV11-23,l10n_bg.S77195,l10n_bg.32024,l10n_bg.80995,normal,base.bg
l10n_bg.22962,22962,l10n_bg_city.village,Donkino,GAB35-04,l10n_bg.S14218,l10n_bg.73403,l10n_bg.56719,normal,base.bg
l10n_bg.22976,22976,l10n_bg_city.village,Donkovtsi,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.22993,22993,l10n_bg_city.village,Donchovtsi,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.23042,23042,l10n_bg_city.village,Docha,GAB12-02,l10n_bg.S14218,l10n_bg.23947,l10n_bg.12677,normal,base.bg
l10n_bg.23056,23056,l10n_bg_city.village,Drabishna,HKV11-00,l10n_bg.S77195,l10n_bg.32024,,normal,base.bg
l10n_bg.23131,23131,l10n_bg_city.village,Draganovtsi,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.23162,23162,l10n_bg_city.village,Draganoskovtsi,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.23176,23176,l10n_bg_city.village,Dragantsi,BGS09-00,l10n_bg.S07079,l10n_bg.36525,,normal,base.bg
l10n_bg.23185,23185,l10n_bg_city.village,Draganchetata,GAB05-12,l10n_bg.S14218,l10n_bg.14218,l10n_bg.29547,normal,base.bg
l10n_bg.23203,23203,l10n_bg_city.village,Dragievtsi,GAB05-10,l10n_bg.S14218,l10n_bg.14218,l10n_bg.23159,normal,base.bg
l10n_bg.23220,23220,l10n_bg_city.village,Dragiytsi,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.23265,23265,l10n_bg_city.village,Dragnevtsi,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.23279,23279,l10n_bg_city.village,Dragnevtsi,GAB35-04,l10n_bg.S14218,l10n_bg.73403,l10n_bg.56719,normal,base.bg
l10n_bg.23323,23323,l10n_bg_city.village,Dragodan,KNL27-00,l10n_bg.S41112,l10n_bg.39116,,normal,base.bg
l10n_bg.23354,23354,l10n_bg_city.village,Dragoil,SFO16-00,l10n_bg.S68134,l10n_bg.23409,,normal,base.bg
l10n_bg.23399,23399,l10n_bg_city.village,Dragoychintsi,KNL50-00,l10n_bg.S41112,l10n_bg.73047,,normal,base.bg
l10n_bg.23412,23412,l10n_bg_city.village,Dragomani,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.23443,23443,l10n_bg_city.village,Dragomirovo,PER36-00,l10n_bg.S55871,l10n_bg.61577,,normal,base.bg
l10n_bg.23474,23474,l10n_bg_city.village,Dragotintsi,SFO45-00,l10n_bg.S68134,l10n_bg.67372,,normal,base.bg
l10n_bg.23488,23488,l10n_bg_city.village,Dragush,BLG33-00,l10n_bg.S04279,l10n_bg.56126,,normal,base.bg
l10n_bg.23529,23529,l10n_bg_city.village,Draka,BGS06-00,l10n_bg.S07079,l10n_bg.17974,,normal,base.bg
l10n_bg.23557,23557,l10n_bg_city.village,Drama,JAM25-00,l10n_bg.S87374,l10n_bg.87374,,normal,base.bg
l10n_bg.23594,23594,l10n_bg_city.village,Drandarite,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.23621,23621,l10n_bg_city.village,Drashkova polyana,LOV02-00,l10n_bg.S43952,l10n_bg.52218,,normal,base.bg
l10n_bg.23635,23635,l10n_bg_city.village,Dreatin,SFO16-00,l10n_bg.S68134,l10n_bg.23409,,normal,base.bg
l10n_bg.23652,23652,l10n_bg_city.village,Drenkovo,BLG03-00,l10n_bg.S04279,l10n_bg.04279,,normal,base.bg
l10n_bg.23666,23666,l10n_bg_city.village,Drenov,LOV18-00,l10n_bg.S43952,l10n_bg.43952,,normal,base.bg
l10n_bg.23683,23683,l10n_bg_city.village,Drenovitsa,BLG33-00,l10n_bg.S04279,l10n_bg.56126,,normal,base.bg
l10n_bg.23697,23697,l10n_bg_city.village,Drenovo,BLG33-00,l10n_bg.S04279,l10n_bg.56126,,normal,base.bg
l10n_bg.23707,23707,l10n_bg_city.village,Drenovo,SFO26-00,l10n_bg.S68134,l10n_bg.38978,,normal,base.bg
l10n_bg.23710,23710,l10n_bg_city.village,Drenta,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.23741,23741,l10n_bg_city.village,Dripchevo,HKV33-00,l10n_bg.S77195,l10n_bg.77181,,normal,base.bg
l10n_bg.23830,23830,l10n_bg_city.village,Drumche,KRZ21-00,l10n_bg.S40909,l10n_bg.48996,,normal,base.bg
l10n_bg.23844,23844,l10n_bg_city.village,Dramsha,SFO26-00,l10n_bg.S68134,l10n_bg.38978,,normal,base.bg
l10n_bg.23929,23929,l10n_bg_city.village,Dryanovets,SML38-01,l10n_bg.S67653,l10n_bg.80371,l10n_bg.04801,normal,base.bg
l10n_bg.23933,23933,l10n_bg_city.village,Dryanovets,DOB15-62,l10n_bg.S72624,l10n_bg.72624,l10n_bg.76064,normal,base.bg
l10n_bg.23978,23978,l10n_bg_city.village,Dryanovo,JAM25-00,l10n_bg.S87374,l10n_bg.87374,,normal,base.bg
l10n_bg.24027,24027,l10n_bg_city.village,Dukovtsi,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.24854,24854,l10n_bg_city.village,Dumnitsi,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.24044,24044,l10n_bg_city.village,Dunavets,SLS34-00,l10n_bg.S66425,l10n_bg.73496,,normal,base.bg
l10n_bg.24058,24058,l10n_bg_city.village,Dunavtsi,VTR04-00,l10n_bg.S10447,l10n_bg.10447,,normal,base.bg
l10n_bg.24952,24952,l10n_bg_city.village,Dunya,SML18-00,l10n_bg.S67653,l10n_bg.51319,,normal,base.bg
l10n_bg.24126,24126,l10n_bg_city.village,Durovtsi,VTR14-00,l10n_bg.S10447,l10n_bg.30962,,normal,base.bg
l10n_bg.24133,24133,l10n_bg_city.village,Durcha,GAB12-00,l10n_bg.S14218,l10n_bg.23947,,normal,base.bg
l10n_bg.24181,24181,l10n_bg_city.village,Dushevski kolibi,GAB29-12,l10n_bg.S14218,l10n_bg.65927,l10n_bg.24178,normal,base.bg
l10n_bg.24205,24205,l10n_bg_city.village,Dushintsi,PER08-00,l10n_bg.S55871,l10n_bg.06286,,normal,base.bg
l10n_bg.24219,24219,l10n_bg_city.village,Dushka,KRZ35-00,l10n_bg.S40909,l10n_bg.81236,,normal,base.bg
l10n_bg.24270,24270,l10n_bg_city.village,Dabova,SLV11-00,l10n_bg.S67338,l10n_bg.39030,,normal,base.bg
l10n_bg.24284,24284,l10n_bg_city.village,Dabova,SML27-00,l10n_bg.S67653,l10n_bg.63207,,normal,base.bg
l10n_bg.24298,24298,l10n_bg_city.village,Dabova mahala,MON07-00,l10n_bg.S48489,l10n_bg.06570,,normal,base.bg
l10n_bg.24311,24311,l10n_bg_city.village,Dabovets,HKV17-00,l10n_bg.S77195,l10n_bg.44570,,normal,base.bg
l10n_bg.83137,83137,l10n_bg_city.village,Dabovitsa,BGS23-00,l10n_bg.S07079,l10n_bg.70247,,normal,base.bg
l10n_bg.24356,24356,l10n_bg_city.village,Dabovo,JAM03-00,l10n_bg.S87374,l10n_bg.05284,,normal,base.bg
l10n_bg.24373,24373,l10n_bg_city.village,Dabrava,LOV18-00,l10n_bg.S43952,l10n_bg.43952,,normal,base.bg
l10n_bg.24390,24390,l10n_bg_city.village,Dabravata,LOV38-00,l10n_bg.S43952,l10n_bg.87014,,normal,base.bg
l10n_bg.24428,24428,l10n_bg_city.village,Dabravitsa,TGV02-00,l10n_bg.S73626,l10n_bg.00518,,normal,base.bg
l10n_bg.24431,24431,l10n_bg_city.village,Dabravka,VID01-00,l10n_bg.S10971,l10n_bg.03616,,normal,base.bg
l10n_bg.24517,24517,l10n_bg_city.village,Dalga luka,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.24548,24548,l10n_bg_city.village,Dalgi pripek,VTR14-10,l10n_bg.S10447,l10n_bg.30962,l10n_bg.68494,normal,base.bg
l10n_bg.24579,24579,l10n_bg_city.village,Dalgo pole,VID16-00,l10n_bg.S10971,l10n_bg.21097,,normal,base.bg
l10n_bg.24596,24596,l10n_bg_city.village,Dangovo,KRZ16-06,l10n_bg.S40909,l10n_bg.40909,l10n_bg.12053,normal,base.bg
l10n_bg.24606,24606,l10n_bg_city.village,Darvari,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.24623,24623,l10n_bg_city.village,Darzhava,SZR36-00,l10n_bg.S68850,l10n_bg.81414,,normal,base.bg
l10n_bg.24637,24637,l10n_bg_city.village,Darzhaven,SZR22-00,l10n_bg.S68850,l10n_bg.49494,,normal,base.bg
l10n_bg.24640,24640,l10n_bg_city.village,Darzhanitsa,VID16-00,l10n_bg.S10971,l10n_bg.21097,,normal,base.bg
l10n_bg.24654,24654,l10n_bg_city.village,Darlevtsi,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.24671,24671,l10n_bg_city.village,Daskarite,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.24757,24757,l10n_bg_city.village,Dyulya,BGS18-24,l10n_bg.S07079,l10n_bg.63224,l10n_bg.63375,normal,base.bg
l10n_bg.27019,27019,l10n_bg_city.village,Evlogievo,PVN21-00,l10n_bg.S56722,l10n_bg.51723,,normal,base.bg
l10n_bg.27022,27022,l10n_bg_city.village,Evrenozovo,BGS12-07,l10n_bg.S07079,l10n_bg.46663,l10n_bg.30483,normal,base.bg
l10n_bg.27084,27084,l10n_bg_city.village,Ezdimirtsi,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.27108,27108,l10n_bg_city.village,Ezerets,DOB29-00,l10n_bg.S72624,l10n_bg.83017,,normal,base.bg
l10n_bg.27677,27677,l10n_bg_city.village,Ezeroto,GAB05-27,l10n_bg.S14218,l10n_bg.14218,l10n_bg.81904,normal,base.bg
l10n_bg.27228,27228,l10n_bg_city.village,Elenov dol,SFO43-00,l10n_bg.S68134,l10n_bg.65869,,normal,base.bg
l10n_bg.27276,27276,l10n_bg_city.village,Elentsite,GAB12-00,l10n_bg.S14218,l10n_bg.23947,,normal,base.bg
l10n_bg.27334,27334,l10n_bg_city.village,Elov dol,SFO07-00,l10n_bg.S68134,l10n_bg.05815,,normal,base.bg
l10n_bg.27320,27320,l10n_bg_city.village,Elovdol,PER19-00,l10n_bg.S55871,l10n_bg.30778,,normal,base.bg
