id,l10n_bg_ecattu,l10n_bg_type_settlement_id/id,name,l10n_bg_code,state_id/id,l10n_bg_municipality_id/id,l10n_bg_city_hall_id/id,l10n_bg_structure_type,country_id/id
l10n_bg.16969,16969,l10n_bg_city.village,Горно Спанчево,BLG40-00,l10n_bg.S04279,l10n_bg.65334,,normal,base.bg
l10n_bg.16995,16995,l10n_bg_city.village,Горно Уйно,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.17004,17004,l10n_bg_city.village,Горно Хърсово,BLG03-00,l10n_bg.S04279,l10n_bg.04279,,normal,base.bg
l10n_bg.17035,17035,l10n_bg_city.village,Горно Ябълково,BGS06-00,l10n_bg.S07079,l10n_bg.17974,,normal,base.bg
l10n_bg.16715,16715,l10n_bg_city.village,Горнова могила,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.16941,16941,l10n_bg_city.village,Горноселци,HKV11-23,l10n_bg.S77195,l10n_bg.32024,l10n_bg.80995,normal,base.bg
l10n_bg.16955,16955,l10n_bg_city.village,Горнослав,PDV01-00,l10n_bg.S56784,l10n_bg.00702,,normal,base.bg
l10n_bg.17049,17049,l10n_bg_city.village,Горово,BGS23-23,l10n_bg.S07079,l10n_bg.70247,l10n_bg.81006,normal,base.bg
l10n_bg.17052,17052,l10n_bg_city.village,Горово,SML31-00,l10n_bg.S67653,l10n_bg.67653,,normal,base.bg
l10n_bg.17077,17077,l10n_bg_city.village,Горочевци,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.17083,17083,l10n_bg_city.village,Горска,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.17097,17097,l10n_bg_city.village,Горска поляна,JAM03-00,l10n_bg.S87374,l10n_bg.05284,,normal,base.bg
l10n_bg.17169,17169,l10n_bg_city.village,Горско,HKV11-07,l10n_bg.S77195,l10n_bg.32024,l10n_bg.29101,normal,base.bg
l10n_bg.17192,17192,l10n_bg_city.village,Горско Калугерово,VTR32-00,l10n_bg.S10447,l10n_bg.70295,,normal,base.bg
l10n_bg.17208,17208,l10n_bg_city.village,Горско Косово,VTR32-00,l10n_bg.S10447,l10n_bg.70295,,normal,base.bg
l10n_bg.17227,17227,l10n_bg_city.village,Горско Писарево,VTR14-04,l10n_bg.S10447,l10n_bg.30962,l10n_bg.35273,normal,base.bg
l10n_bg.17275,17275,l10n_bg_city.village,Горун,DOB29-00,l10n_bg.S72624,l10n_bg.83017,,normal,base.bg
l10n_bg.17289,17289,l10n_bg_city.village,Горунака,SFO18-00,l10n_bg.S68134,l10n_bg.27632,,normal,base.bg
l10n_bg.17302,17302,l10n_bg_city.village,Горчево,BLG33-00,l10n_bg.S04279,l10n_bg.56126,,normal,base.bg
l10n_bg.17316,17316,l10n_bg_city.village,Горяни,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.17333,17333,l10n_bg_city.village,Господиново,SLS15-10,l10n_bg.S66425,l10n_bg.35242,l10n_bg.68357,normal,base.bg
l10n_bg.17378,17378,l10n_bg_city.village,Гостиня,LOV18-00,l10n_bg.S43952,l10n_bg.43952,,normal,base.bg
l10n_bg.17381,17381,l10n_bg_city.village,Гостун,BLG01-00,l10n_bg.S04279,l10n_bg.02676,,normal,base.bg
l10n_bg.17511,17511,l10n_bg_city.village,Градини,DOB12-00,l10n_bg.S72624,l10n_bg.14711,,normal,base.bg
l10n_bg.17614,17614,l10n_bg_city.village,Градсковски колиби,VID03-00,l10n_bg.S10971,l10n_bg.05195,,normal,base.bg
l10n_bg.17659,17659,l10n_bg_city.village,Грамаде,KNL48-00,l10n_bg.S41112,l10n_bg.68789,,normal,base.bg
l10n_bg.17703,17703,l10n_bg_city.village,Граматици,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.17720,17720,l10n_bg_city.village,Гранитец,BGS06-00,l10n_bg.S07079,l10n_bg.17974,,normal,base.bg
l10n_bg.17734,17734,l10n_bg_city.village,Гранитово,VID01-00,l10n_bg.S10971,l10n_bg.03616,,normal,base.bg
l10n_bg.17765,17765,l10n_bg_city.village,Граничак,VID01-00,l10n_bg.S10971,l10n_bg.03616,,normal,base.bg
l10n_bg.17779,17779,l10n_bg_city.village,Граничар,BGS06-00,l10n_bg.S07079,l10n_bg.17974,,normal,base.bg
l10n_bg.17837,17837,l10n_bg_city.village,Гращица,SML31-00,l10n_bg.S67653,l10n_bg.67653,,normal,base.bg
l10n_bg.17840,17840,l10n_bg_city.village,Греевци,TGV02-00,l10n_bg.S73626,l10n_bg.00518,,normal,base.bg
l10n_bg.17991,17991,l10n_bg_city.village,Гръблевци,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.18006,18006,l10n_bg_city.village,Грълска падина,SFO16-00,l10n_bg.S68134,l10n_bg.23409,,normal,base.bg
l10n_bg.18037,18037,l10n_bg_city.village,Губеш,SFO09-00,l10n_bg.S68134,l10n_bg.15309,,normal,base.bg
l10n_bg.18040,18040,l10n_bg_city.village,Губислав,SFO43-00,l10n_bg.S68134,l10n_bg.65869,,normal,base.bg
l10n_bg.18068,18068,l10n_bg_city.village,Гудевица,SML31-01,l10n_bg.S67653,l10n_bg.67653,l10n_bg.00597,normal,base.bg
l10n_bg.18112,18112,l10n_bg_city.village,Гурбановци,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.18133,18133,l10n_bg_city.village,Гургулят,SFO45-00,l10n_bg.S68134,l10n_bg.67372,,normal,base.bg
l10n_bg.15638,15638,l10n_bg_city.village,Гълъбово,BLG02-00,l10n_bg.S04279,l10n_bg.03504,,normal,base.bg
l10n_bg.18294,18294,l10n_bg_city.village,Гълъбовци,SFO45-00,l10n_bg.S68134,l10n_bg.67372,,normal,base.bg
l10n_bg.18318,18318,l10n_bg_city.village,Гърбино,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.18335,18335,l10n_bg_city.village,Гърдевци,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.18349,18349,l10n_bg_city.village,Гърло,PER08-00,l10n_bg.S55871,l10n_bg.06286,,normal,base.bg
l10n_bg.18397,18397,l10n_bg_city.village,Гърня,GAB12-00,l10n_bg.S14218,l10n_bg.23947,,normal,base.bg
l10n_bg.20027,20027,l10n_bg_city.village,Давери,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.20078,20078,l10n_bg_city.village,Даевци,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.20081,20081,l10n_bg_city.village,Дайновци,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.20198,20198,l10n_bg_city.village,Две тополи,SML02-00,l10n_bg.S67653,l10n_bg.44402,,normal,base.bg
l10n_bg.20211,20211,l10n_bg_city.village,Дворище,SZR37-00,l10n_bg.S68850,l10n_bg.18157,,normal,base.bg
l10n_bg.20225,20225,l10n_bg_city.village,Дебел дял,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.20599,20599,l10n_bg_city.village,Дебелец,VAR16-00,l10n_bg.S10135,l10n_bg.24565,,normal,base.bg
l10n_bg.20268,20268,l10n_bg_city.village,Дебели рът,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.20287,20287,l10n_bg_city.village,Дебелцово,GAB29-00,l10n_bg.S14218,l10n_bg.65927,,normal,base.bg
l10n_bg.20290,20290,l10n_bg_city.village,Дебеляново,SML02-00,l10n_bg.S67653,l10n_bg.44402,,normal,base.bg
l10n_bg.20328,20328,l10n_bg_city.village,Дебочица,BLG03-00,l10n_bg.S04279,l10n_bg.04279,,normal,base.bg
l10n_bg.20345,20345,l10n_bg_city.village,Дебрене,BLG40-00,l10n_bg.S04279,l10n_bg.65334,,normal,base.bg
l10n_bg.20359,20359,l10n_bg_city.village,Дебрене,DOB15-00,l10n_bg.S72624,l10n_bg.72624,,normal,base.bg
l10n_bg.20393,20393,l10n_bg_city.village,Девесилица,KRZ15-00,l10n_bg.S40909,l10n_bg.39970,,normal,base.bg
l10n_bg.20420,20420,l10n_bg_city.village,Деветаки,LOV18-00,l10n_bg.S43952,l10n_bg.43952,,normal,base.bg
l10n_bg.20434,20434,l10n_bg_city.village,Деветаците,VTR04-00,l10n_bg.S10447,l10n_bg.10447,,normal,base.bg
l10n_bg.20448,20448,l10n_bg_city.village,Деветинци,BGS09-00,l10n_bg.S07079,l10n_bg.36525,,normal,base.bg
l10n_bg.20479,20479,l10n_bg_city.village,Девино,TGV02-00,l10n_bg.S73626,l10n_bg.00518,,normal,base.bg
l10n_bg.20506,20506,l10n_bg_city.village,Дедина,VTR14-00,l10n_bg.S10447,l10n_bg.30962,,normal,base.bg
l10n_bg.20514,20514,l10n_bg_city.village,Дединци,VTR14-00,l10n_bg.S10447,l10n_bg.30962,,normal,base.bg
l10n_bg.20523,20523,l10n_bg_city.village,Дедово,PDV26-29,l10n_bg.S56784,l10n_bg.56784,l10n_bg.77373,normal,base.bg
l10n_bg.20540,20540,l10n_bg_city.village,Делвино,BLG03-00,l10n_bg.S04279,l10n_bg.04279,,normal,base.bg
l10n_bg.20571,20571,l10n_bg_city.village,Делова махала,VTR14-06,l10n_bg.S10447,l10n_bg.30962,l10n_bg.62431,normal,base.bg
l10n_bg.20585,20585,l10n_bg_city.village,Делчево,BLG11-00,l10n_bg.S04279,l10n_bg.17395,,normal,base.bg
l10n_bg.20612,20612,l10n_bg_city.village,Делян,KNL48-00,l10n_bg.S41112,l10n_bg.68789,,normal,base.bg
l10n_bg.20626,20626,l10n_bg_city.village,Делян,SFO06-00,l10n_bg.S68134,l10n_bg.05027,,normal,base.bg
l10n_bg.20630,20630,l10n_bg_city.village,Деляновци,VTR28-00,l10n_bg.S10447,l10n_bg.65766,,normal,base.bg
l10n_bg.20657,20657,l10n_bg_city.village,Денница,JAM03-00,l10n_bg.S87374,l10n_bg.05284,,normal,base.bg
l10n_bg.20660,20660,l10n_bg_city.village,Денчевци,GAB12-00,l10n_bg.S14218,l10n_bg.23947,,normal,base.bg
l10n_bg.20674,20674,l10n_bg_city.village,Дервишка могила,HKV28-13,l10n_bg.S77195,l10n_bg.65677,l10n_bg.70055,normal,base.bg
l10n_bg.20715,20715,l10n_bg_city.village,Дечковци,VTR04-00,l10n_bg.S10447,l10n_bg.10447,,normal,base.bg
l10n_bg.20729,20729,l10n_bg_city.village,Джамузовци,SFO20-00,l10n_bg.S68134,l10n_bg.32901,,normal,base.bg
l10n_bg.20818,20818,l10n_bg_city.village,Джинчовци,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.20852,20852,l10n_bg_city.village,Джумриите,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.20883,20883,l10n_bg_city.village,Джурково,PDV15-00,l10n_bg.S56784,l10n_bg.44478,,normal,base.bg
l10n_bg.20907,20907,l10n_bg_city.village,Джуровци,GAB12-02,l10n_bg.S14218,l10n_bg.23947,l10n_bg.12677,normal,base.bg
l10n_bg.20941,20941,l10n_bg_city.village,Дива Слатина,MON14-00,l10n_bg.S48489,l10n_bg.14773,,normal,base.bg
l10n_bg.20969,20969,l10n_bg_city.village,Дивеци,GAB05-23,l10n_bg.S14218,l10n_bg.14218,l10n_bg.57675,normal,base.bg
l10n_bg.20972,20972,l10n_bg_city.village,Дивля,PER19-00,l10n_bg.S55871,l10n_bg.30778,,normal,base.bg
l10n_bg.21035,21035,l10n_bg_city.village,Димиевци,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.21049,21049,l10n_bg_city.village,Димитриево,SZR36-00,l10n_bg.S68850,l10n_bg.81414,,normal,base.bg
l10n_bg.21066,21066,l10n_bg_city.village,Димитровци,VTR04-00,l10n_bg.S10447,l10n_bg.10447,,normal,base.bg
l10n_bg.21107,21107,l10n_bg_city.village,Димово,SML31-00,l10n_bg.S67653,l10n_bg.67653,,normal,base.bg
l10n_bg.21110,21110,l10n_bg_city.village,Димовци,VTR04-00,l10n_bg.S10447,l10n_bg.10447,,normal,base.bg
l10n_bg.21124,21124,l10n_bg_city.village,Димовци,SZR37-00,l10n_bg.S68850,l10n_bg.18157,,normal,base.bg
l10n_bg.21186,21186,l10n_bg_city.village,Динковица,VID09-00,l10n_bg.S10971,l10n_bg.10971,,normal,base.bg
l10n_bg.21213,21213,l10n_bg_city.village,Дирало,SML16-00,l10n_bg.S67653,l10n_bg.46045,,normal,base.bg
l10n_bg.21227,21227,l10n_bg_city.village,Дисманица,GAB29-00,l10n_bg.S14218,l10n_bg.65927,,normal,base.bg
l10n_bg.21261,21261,l10n_bg_city.village,Длъгня,GAB12-00,l10n_bg.S14218,l10n_bg.23947,,normal,base.bg
l10n_bg.21275,21275,l10n_bg_city.village,Длъжка поляна,TGV02-00,l10n_bg.S73626,l10n_bg.00518,,normal,base.bg
l10n_bg.21292,21292,l10n_bg_city.village,Длъхчево-Сабляр,KNL31-00,l10n_bg.S41112,l10n_bg.51216,,normal,base.bg
l10n_bg.21302,21302,l10n_bg_city.village,Доборско,KRZ15-47,l10n_bg.S40909,l10n_bg.39970,l10n_bg.80145,normal,base.bg
l10n_bg.21316,21316,l10n_bg_city.village,Добравица,SFO43-00,l10n_bg.S68134,l10n_bg.65869,,normal,base.bg
l10n_bg.21324,21324,l10n_bg_city.village,Добралък,PDV42-00,l10n_bg.S56784,l10n_bg.40467,,normal,base.bg
l10n_bg.21347,21347,l10n_bg_city.village,Добрева череша,SML27-00,l10n_bg.S67653,l10n_bg.63207,,normal,base.bg
l10n_bg.21350,21350,l10n_bg_city.village,Добрево,DOB15-00,l10n_bg.S72624,l10n_bg.72624,,normal,base.bg
l10n_bg.21364,21364,l10n_bg_city.village,Добревци,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.21378,21378,l10n_bg_city.village,Добревци,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.21395,21395,l10n_bg_city.village,Добрените,GAB12-02,l10n_bg.S14218,l10n_bg.23947,l10n_bg.12677,normal,base.bg
l10n_bg.21419,21419,l10n_bg_city.village,Добри дол,VAR01-01,l10n_bg.S10135,l10n_bg.00084,l10n_bg.03811,normal,base.bg
l10n_bg.21422,21422,l10n_bg_city.village,Добри дол,KNL50-00,l10n_bg.S41112,l10n_bg.73047,,normal,base.bg
l10n_bg.21440,21440,l10n_bg_city.village,Добри дол,PDV23-00,l10n_bg.S56784,l10n_bg.59080,,normal,base.bg
l10n_bg.21511,21511,l10n_bg_city.village,Добриново,KRZ16-20,l10n_bg.S40909,l10n_bg.40909,l10n_bg.49120,normal,base.bg
l10n_bg.21542,21542,l10n_bg_city.village,Добрич,JAM07-00,l10n_bg.S87374,l10n_bg.27382,,normal,base.bg
l10n_bg.21565,21565,l10n_bg_city.village,Доброво,KNL05-00,l10n_bg.S41112,l10n_bg.04532,,normal,base.bg
l10n_bg.21659,21659,l10n_bg_city.village,Доброселец,HKV32-00,l10n_bg.S77195,l10n_bg.72761,,normal,base.bg
l10n_bg.21676,21676,l10n_bg_city.village,Добростан,PDV01-00,l10n_bg.S56784,l10n_bg.00702,,normal,base.bg
l10n_bg.21680,21680,l10n_bg_city.village,Добротино,BLG11-00,l10n_bg.S04279,l10n_bg.17395,,normal,base.bg
l10n_bg.21751,21751,l10n_bg_city.village,Добърчин,SFO43-00,l10n_bg.S68134,l10n_bg.65869,,normal,base.bg
l10n_bg.21782,21782,l10n_bg_city.village,Дождевица,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.21796,21796,l10n_bg_city.village,Дойновци,VTR04-09,l10n_bg.S10447,l10n_bg.10447,l10n_bg.12098,normal,base.bg
l10n_bg.21806,21806,l10n_bg_city.village,Дойранци,KRZ02-19,l10n_bg.S40909,l10n_bg.00607,l10n_bg.63402,normal,base.bg
l10n_bg.21837,21837,l10n_bg_city.village,Докатичево,BLG44-00,l10n_bg.S04279,l10n_bg.66460,,normal,base.bg
l10n_bg.21854,21854,l10n_bg_city.village,Докьовци,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.21899,21899,l10n_bg_city.village,Долен Еневец,VTR04-00,l10n_bg.S10447,l10n_bg.10447,,normal,base.bg
l10n_bg.21885,21885,l10n_bg_city.village,Долене,BLG33-00,l10n_bg.S04279,l10n_bg.56126,,normal,base.bg
l10n_bg.21909,21909,l10n_bg_city.village,Долени,BLG40-00,l10n_bg.S04279,l10n_bg.65334,,normal,base.bg
l10n_bg.21937,21937,l10n_bg_city.village,Долец,TGV24-00,l10n_bg.S73626,l10n_bg.57649,,normal,base.bg
l10n_bg.21943,21943,l10n_bg_city.village,Долие,SML16-00,l10n_bg.S67653,l10n_bg.46045,,normal,base.bg
l10n_bg.22019,22019,l10n_bg_city.village,Долна Бела речка,MON12-00,l10n_bg.S48489,l10n_bg.12961,,normal,base.bg
l10n_bg.24894,24894,l10n_bg_city.village,Долна Василица,SFO25-00,l10n_bg.S68134,l10n_bg.38902,,normal,base.bg
l10n_bg.22054,22054,l10n_bg_city.village,Долна Врабча,PER19-00,l10n_bg.S55871,l10n_bg.30778,,normal,base.bg
l10n_bg.22099,22099,l10n_bg_city.village,Долна Златица,TGV02-00,l10n_bg.S73626,l10n_bg.00518,,normal,base.bg
l10n_bg.22112,22112,l10n_bg_city.village,Долна Козница,KNL31-00,l10n_bg.S41112,l10n_bg.51216,,normal,base.bg
l10n_bg.22201,22201,l10n_bg_city.village,Долна Мелна,PER51-00,l10n_bg.S55871,l10n_bg.73273,,normal,base.bg
l10n_bg.22229,22229,l10n_bg_city.village,Долна Невля,SFO16-00,l10n_bg.S68134,l10n_bg.23409,,normal,base.bg
l10n_bg.22318,22318,l10n_bg_city.village,Долни Бошняк,VID09-00,l10n_bg.S10971,l10n_bg.10971,,normal,base.bg
l10n_bg.22352,22352,l10n_bg_city.village,Долни Върпища,GAB12-02,l10n_bg.S14218,l10n_bg.23947,l10n_bg.12677,normal,base.bg
l10n_bg.22383,22383,l10n_bg_city.village,Долни Дамяновци,VTR04-09,l10n_bg.S10447,l10n_bg.10447,l10n_bg.12098,normal,base.bg
l10n_bg.22397,22397,l10n_bg_city.village,Долни Драгойча,GAB12-02,l10n_bg.S14218,l10n_bg.23947,l10n_bg.12677,normal,base.bg
l10n_bg.22410,22410,l10n_bg_city.village,Долни Коритен,KNL50-00,l10n_bg.S41112,l10n_bg.73047,,normal,base.bg
l10n_bg.22441,22441,l10n_bg_city.village,Долни Маренци,GAB35-04,l10n_bg.S14218,l10n_bg.73403,l10n_bg.56719,normal,base.bg
l10n_bg.22455,22455,l10n_bg_city.village,Долни Марян,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.22469,22469,l10n_bg_city.village,Долни Окол,SFO39-00,l10n_bg.S68134,l10n_bg.65231,,normal,base.bg
l10n_bg.22486,22486,l10n_bg_city.village,Долни Радковци,GAB35-04,l10n_bg.S14218,l10n_bg.73403,l10n_bg.56719,normal,base.bg
l10n_bg.22506,22506,l10n_bg_city.village,Долни Романци,PER08-00,l10n_bg.S55871,l10n_bg.06286,,normal,base.bg
l10n_bg.22513,22513,l10n_bg_city.village,Долни Танчевци,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.22527,22527,l10n_bg_city.village,Долни Томчевци,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.22544,22544,l10n_bg_city.village,Долни Юруци,KRZ15-00,l10n_bg.S40909,l10n_bg.39970,,normal,base.bg
l10n_bg.22592,22592,l10n_bg_city.village,Долно вършило,PAZ29-00,l10n_bg.S55155,l10n_bg.66264,,normal,base.bg
l10n_bg.22650,22650,l10n_bg_city.village,Долно Кобиле,KNL50-00,l10n_bg.S41112,l10n_bg.73047,,normal,base.bg
l10n_bg.22722,22722,l10n_bg_city.village,Долно ново село,SFO16-00,l10n_bg.S68134,l10n_bg.23409,,normal,base.bg
l10n_bg.22736,22736,l10n_bg_city.village,Долно ново село,SZR04-00,l10n_bg.S68850,l10n_bg.06183,,normal,base.bg
l10n_bg.22811,22811,l10n_bg_city.village,Долно село,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.22862,22862,l10n_bg_city.village,Долно Уйно,KNL29-00,l10n_bg.S41112,l10n_bg.41112,,normal,base.bg
l10n_bg.22890,22890,l10n_bg_city.village,Долно Шивачево,VTR14-00,l10n_bg.S10447,l10n_bg.30962,,normal,base.bg
l10n_bg.22914,22914,l10n_bg_city.village,Долно Ябълково,BGS06-00,l10n_bg.S07079,l10n_bg.17974,,normal,base.bg
l10n_bg.22825,22825,l10n_bg_city.village,Долноселци,HKV11-23,l10n_bg.S77195,l10n_bg.32024,l10n_bg.80995,normal,base.bg
l10n_bg.22962,22962,l10n_bg_city.village,Донкино,GAB35-04,l10n_bg.S14218,l10n_bg.73403,l10n_bg.56719,normal,base.bg
l10n_bg.22976,22976,l10n_bg_city.village,Донковци,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.22993,22993,l10n_bg_city.village,Дончовци,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.23042,23042,l10n_bg_city.village,Доча,GAB12-02,l10n_bg.S14218,l10n_bg.23947,l10n_bg.12677,normal,base.bg
l10n_bg.23056,23056,l10n_bg_city.village,Драбишна,HKV11-00,l10n_bg.S77195,l10n_bg.32024,,normal,base.bg
l10n_bg.23131,23131,l10n_bg_city.village,Драгановци,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.23162,23162,l10n_bg_city.village,Драганосковци,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.23176,23176,l10n_bg_city.village,Драганци,BGS09-00,l10n_bg.S07079,l10n_bg.36525,,normal,base.bg
l10n_bg.23185,23185,l10n_bg_city.village,Драганчетата,GAB05-12,l10n_bg.S14218,l10n_bg.14218,l10n_bg.29547,normal,base.bg
l10n_bg.23203,23203,l10n_bg_city.village,Драгиевци,GAB05-10,l10n_bg.S14218,l10n_bg.14218,l10n_bg.23159,normal,base.bg
l10n_bg.23220,23220,l10n_bg_city.village,Драгийци,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.23265,23265,l10n_bg_city.village,Драгневци,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.23279,23279,l10n_bg_city.village,Драгневци,GAB35-04,l10n_bg.S14218,l10n_bg.73403,l10n_bg.56719,normal,base.bg
l10n_bg.23323,23323,l10n_bg_city.village,Драгодан,KNL27-00,l10n_bg.S41112,l10n_bg.39116,,normal,base.bg
l10n_bg.23354,23354,l10n_bg_city.village,Драгоил,SFO16-00,l10n_bg.S68134,l10n_bg.23409,,normal,base.bg
l10n_bg.23399,23399,l10n_bg_city.village,Драгойчинци,KNL50-00,l10n_bg.S41112,l10n_bg.73047,,normal,base.bg
l10n_bg.23412,23412,l10n_bg_city.village,Драгомани,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.23443,23443,l10n_bg_city.village,Драгомирово,PER36-00,l10n_bg.S55871,l10n_bg.61577,,normal,base.bg
l10n_bg.23474,23474,l10n_bg_city.village,Драготинци,SFO45-00,l10n_bg.S68134,l10n_bg.67372,,normal,base.bg
l10n_bg.23488,23488,l10n_bg_city.village,Драгуш,BLG33-00,l10n_bg.S04279,l10n_bg.56126,,normal,base.bg
l10n_bg.23529,23529,l10n_bg_city.village,Драка,BGS06-00,l10n_bg.S07079,l10n_bg.17974,,normal,base.bg
l10n_bg.23557,23557,l10n_bg_city.village,Драма,JAM25-00,l10n_bg.S87374,l10n_bg.87374,,normal,base.bg
l10n_bg.23594,23594,l10n_bg_city.village,Драндарите,GAB35-00,l10n_bg.S14218,l10n_bg.73403,,normal,base.bg
l10n_bg.23621,23621,l10n_bg_city.village,Драшкова поляна,LOV02-00,l10n_bg.S43952,l10n_bg.52218,,normal,base.bg
l10n_bg.23635,23635,l10n_bg_city.village,Дреатин,SFO16-00,l10n_bg.S68134,l10n_bg.23409,,normal,base.bg
l10n_bg.23652,23652,l10n_bg_city.village,Дренково,BLG03-00,l10n_bg.S04279,l10n_bg.04279,,normal,base.bg
l10n_bg.23666,23666,l10n_bg_city.village,Дренов,LOV18-00,l10n_bg.S43952,l10n_bg.43952,,normal,base.bg
l10n_bg.23683,23683,l10n_bg_city.village,Дреновица,BLG33-00,l10n_bg.S04279,l10n_bg.56126,,normal,base.bg
l10n_bg.23697,23697,l10n_bg_city.village,Дреново,BLG33-00,l10n_bg.S04279,l10n_bg.56126,,normal,base.bg
l10n_bg.23707,23707,l10n_bg_city.village,Дреново,SFO26-00,l10n_bg.S68134,l10n_bg.38978,,normal,base.bg
l10n_bg.23710,23710,l10n_bg_city.village,Дрента,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.23741,23741,l10n_bg_city.village,Дрипчево,HKV33-00,l10n_bg.S77195,l10n_bg.77181,,normal,base.bg
l10n_bg.23830,23830,l10n_bg_city.village,Друмче,KRZ21-00,l10n_bg.S40909,l10n_bg.48996,,normal,base.bg
l10n_bg.23844,23844,l10n_bg_city.village,Дръмша,SFO26-00,l10n_bg.S68134,l10n_bg.38978,,normal,base.bg
l10n_bg.23929,23929,l10n_bg_city.village,Дряновец,SML38-01,l10n_bg.S67653,l10n_bg.80371,l10n_bg.04801,normal,base.bg
l10n_bg.23933,23933,l10n_bg_city.village,Дряновец,DOB15-62,l10n_bg.S72624,l10n_bg.72624,l10n_bg.76064,normal,base.bg
l10n_bg.23978,23978,l10n_bg_city.village,Дряново,JAM25-00,l10n_bg.S87374,l10n_bg.87374,,normal,base.bg
l10n_bg.24027,24027,l10n_bg_city.village,Дуковци,VTR13-00,l10n_bg.S10447,l10n_bg.27190,,normal,base.bg
l10n_bg.24854,24854,l10n_bg_city.village,Думници,GAB05-00,l10n_bg.S14218,l10n_bg.14218,,normal,base.bg
l10n_bg.24044,24044,l10n_bg_city.village,Дунавец,SLS34-00,l10n_bg.S66425,l10n_bg.73496,,normal,base.bg
l10n_bg.24058,24058,l10n_bg_city.village,Дунавци,VTR04-00,l10n_bg.S10447,l10n_bg.10447,,normal,base.bg
l10n_bg.24952,24952,l10n_bg_city.village,Дуня,SML18-00,l10n_bg.S67653,l10n_bg.51319,,normal,base.bg
l10n_bg.24126,24126,l10n_bg_city.village,Дуровци,VTR14-00,l10n_bg.S10447,l10n_bg.30962,,normal,base.bg
l10n_bg.24133,24133,l10n_bg_city.village,Дурча,GAB12-00,l10n_bg.S14218,l10n_bg.23947,,normal,base.bg
l10n_bg.24181,24181,l10n_bg_city.village,Душевски колиби,GAB29-12,l10n_bg.S14218,l10n_bg.65927,l10n_bg.24178,normal,base.bg
l10n_bg.24205,24205,l10n_bg_city.village,Душинци,PER08-00,l10n_bg.S55871,l10n_bg.06286,,normal,base.bg
l10n_bg.24219,24219,l10n_bg_city.village,Душка,KRZ35-00,l10n_bg.S40909,l10n_bg.81236,,normal,base.bg
l10n_bg.24270,24270,l10n_bg_city.village,Дъбова,SLV11-00,l10n_bg.S67338,l10n_bg.39030,,normal,base.bg
l10n_bg.24284,24284,l10n_bg_city.village,Дъбова,SML27-00,l10n_bg.S67653,l10n_bg.63207,,normal,base.bg
