id,l10n_bg_ecattu,l10n_bg_type_settlement_id/id,name,l10n_bg_code,state_id/id,l10n_bg_municipality_id/id,l10n_bg_structure_type,country_id/id
l10n_bg.56137,56137,l10n_bg.village,Петрич,SFO47-02,l10n_bg.S68134,l10n_bg.31044,cityhall,base.bg
l10n_bg.56143,56143,l10n_bg.village,Петров дол,VAR24-15,l10n_bg.S10135,l10n_bg.58503,cityhall,base.bg
l10n_bg.56174,56174,l10n_bg.village,Петрово,BLG40-31,l10n_bg.S04279,l10n_bg.65334,cityhall,base.bg
l10n_bg.56188,56188,l10n_bg.village,Петрово,SZR31-33,l10n_bg.S68850,l10n_bg.68850,cityhall,base.bg
l10n_bg.56201,56201,l10n_bg.village,Петърница,PVN11-05,l10n_bg.S56722,l10n_bg.22407,cityhall,base.bg
l10n_bg.56215,56215,l10n_bg.village,Петърч,SFO26-09,l10n_bg.S68134,l10n_bg.38978,cityhall,base.bg
l10n_bg.56232,56232,l10n_bg.village,Печеница,RAZ14-15,l10n_bg.S61710,l10n_bg.32874,cityhall,base.bg
l10n_bg.56280,56280,l10n_bg.village,Пещера,PER19-14,l10n_bg.S55871,l10n_bg.30778,cityhall,base.bg
l10n_bg.56321,56321,l10n_bg.village,Пещерско,BGS01-08,l10n_bg.S07079,l10n_bg.00151,cityhall,base.bg
l10n_bg.56349,56349,l10n_bg.village,Пиперево,KNL48-12,l10n_bg.S41112,l10n_bg.68789,cityhall,base.bg
l10n_bg.56378,56378,l10n_bg.village,Пиперков чифлик,KNL29-31,l10n_bg.S41112,l10n_bg.41112,cityhall,base.bg
l10n_bg.56366,56366,l10n_bg.village,Пиперково,RSE37-08,l10n_bg.S63427,l10n_bg.78361,cityhall,base.bg
l10n_bg.56397,56397,l10n_bg.village,Пиргово,RSE13-06,l10n_bg.S63427,l10n_bg.32095,cityhall,base.bg
l10n_bg.56410,56410,l10n_bg.village,Пирин,BLG40-33,l10n_bg.S04279,l10n_bg.65334,cityhall,base.bg
l10n_bg.56438,56438,l10n_bg.village,Пирне,BGS01-09,l10n_bg.S07079,l10n_bg.00151,cityhall,base.bg
l10n_bg.56441,56441,l10n_bg.village,Писанец,RSE05-05,l10n_bg.S63427,l10n_bg.10803,cityhall,base.bg
l10n_bg.56472,56472,l10n_bg.village,Писарево,VTR06-07,l10n_bg.S10447,l10n_bg.16359,cityhall,base.bg
l10n_bg.56493,56493,l10n_bg.village,Писарово,PVN23-02,l10n_bg.S56722,l10n_bg.55782,cityhall,base.bg
l10n_bg.56509,56509,l10n_bg.village,Писарово,DOB12-24,l10n_bg.S72624,l10n_bg.14711,cityhall,base.bg
l10n_bg.56513,56513,l10n_bg.village,Писменово,BGS27-02,l10n_bg.S07079,l10n_bg.58356,cityhall,base.bg
l10n_bg.56527,56527,l10n_bg.village,Питово,SLV16-21,l10n_bg.S67338,l10n_bg.51809,cityhall,base.bg
l10n_bg.56561,56561,l10n_bg.village,Пищигово,PAZ19-21,l10n_bg.S55155,l10n_bg.55155,cityhall,base.bg
l10n_bg.56575,56575,l10n_bg.village,Пиявец,KRZ21-16,l10n_bg.S40909,l10n_bg.48996,cityhall,base.bg
l10n_bg.56589,56589,l10n_bg.village,Плазище,KRZ08-11,l10n_bg.S40909,l10n_bg.20746,cityhall,base.bg
l10n_bg.56602,56602,l10n_bg.village,Плаково,VTR04-24,l10n_bg.S10447,l10n_bg.10447,cityhall,base.bg
l10n_bg.56633,56633,l10n_bg.village,Планинец,HKV11-16,l10n_bg.S77195,l10n_bg.32024,cityhall,base.bg
l10n_bg.56647,56647,l10n_bg.village,Планиница,BGS18-18,l10n_bg.S07079,l10n_bg.63224,cityhall,base.bg
l10n_bg.56695,56695,l10n_bg.village,Плачидол,DOB15-44,l10n_bg.S72624,l10n_bg.72624,cityhall,base.bg
l10n_bg.56719,56719,l10n_bg.town,Плачковци,GAB35-04,l10n_bg.S14218,l10n_bg.73403,cityhall,base.bg
l10n_bg.55748,55748,l10n_bg.village,Плевун,HKV11-15,l10n_bg.S77195,l10n_bg.32024,cityhall,base.bg
l10n_bg.56740,56740,l10n_bg.village,Плетена,BLG42-10,l10n_bg.S04279,l10n_bg.65440,cityhall,base.bg
l10n_bg.56753,56753,l10n_bg.village,Плешивец,VID33-10,l10n_bg.S10971,l10n_bg.63255,cityhall,base.bg
l10n_bg.56767,56767,l10n_bg.village,Плешинци,KRZ21-33,l10n_bg.S40909,l10n_bg.48996,cityhall,base.bg
l10n_bg.56770,56770,l10n_bg.town,Плиска,SHU19-09,l10n_bg.S83510,l10n_bg.36587,cityhall,base.bg
l10n_bg.56798,56798,l10n_bg.village,Пловдивци,SML27-06,l10n_bg.S67653,l10n_bg.63207,cityhall,base.bg
l10n_bg.56808,56808,l10n_bg.village,Пловка,KRZ14-30,l10n_bg.S40909,l10n_bg.36926,cityhall,base.bg
l10n_bg.56811,56811,l10n_bg.village,Плодовитово,SZR04-16,l10n_bg.S68850,l10n_bg.06183,cityhall,base.bg
l10n_bg.56825,56825,l10n_bg.village,Плоска могила,SZR31-34,l10n_bg.S68850,l10n_bg.68850,cityhall,base.bg
l10n_bg.56839,56839,l10n_bg.village,Плоски,BLG40-34,l10n_bg.S04279,l10n_bg.65334,cityhall,base.bg
l10n_bg.56856,56856,l10n_bg.village,Плъстина,TGV22-30,l10n_bg.S73626,l10n_bg.53535,cityhall,base.bg
l10n_bg.21083,21083,l10n_bg.village,Победа,DOB15-17,l10n_bg.S72624,l10n_bg.72624,cityhall,base.bg
l10n_bg.56865,56865,l10n_bg.village,Победа,PVN10-10,l10n_bg.S56722,l10n_bg.22215,cityhall,base.bg
l10n_bg.56873,56873,l10n_bg.village,Победа,JAM25-30,l10n_bg.S87374,l10n_bg.87374,cityhall,base.bg
l10n_bg.56890,56890,l10n_bg.village,Побит камък,RAZ26-11,l10n_bg.S61710,l10n_bg.61710,cityhall,base.bg
l10n_bg.59224,59224,l10n_bg.village,Побит камък,PAZ39-03,l10n_bg.S55155,l10n_bg.70648,cityhall,base.bg
l10n_bg.56928,56928,l10n_bg.village,Повет,KRZ16-27,l10n_bg.S40909,l10n_bg.40909,cityhall,base.bg
l10n_bg.56945,56945,l10n_bg.village,Подайва,RAZ14-16,l10n_bg.S61710,l10n_bg.32874,cityhall,base.bg
l10n_bg.56959,56959,l10n_bg.village,Подвис,BGS23-15,l10n_bg.S07079,l10n_bg.70247,cityhall,base.bg
l10n_bg.56962,56962,l10n_bg.village,Подвис,SML31-23,l10n_bg.S67653,l10n_bg.67653,cityhall,base.bg
l10n_bg.56976,56976,l10n_bg.village,Подвръх,KRZ08-30,l10n_bg.S40909,l10n_bg.20746,cityhall,base.bg
l10n_bg.56980,56980,l10n_bg.village,Подгоре,VID25-03,l10n_bg.S10971,l10n_bg.46245,cityhall,base.bg
l10n_bg.15967,15967,l10n_bg.village,Подгорец,BGS18-04,l10n_bg.S07079,l10n_bg.63224,cityhall,base.bg
l10n_bg.57008,57008,l10n_bg.village,Подгорица,TGV35-28,l10n_bg.S73626,l10n_bg.73626,cityhall,base.bg
l10n_bg.57011,57011,l10n_bg.village,Подгумер,SOF46-46,l10n_bg.S68134,l10n_bg.68134,cityhall,base.bg
l10n_bg.57025,57025,l10n_bg.village,Подем,PVN10-11,l10n_bg.S56722,l10n_bg.22215,cityhall,base.bg
l10n_bg.57039,57039,l10n_bg.village,Подкова,KRZ14-31,l10n_bg.S40909,l10n_bg.36926,cityhall,base.bg
l10n_bg.57042,57042,l10n_bg.village,Подкрепа,HKV34-28,l10n_bg.S77195,l10n_bg.77195,cityhall,base.bg
l10n_bg.57056,57056,l10n_bg.village,Подлес,SLS07-18,l10n_bg.S66425,l10n_bg.15031,cityhall,base.bg
l10n_bg.57062,57062,l10n_bg.village,Подрумче,KRZ15-32,l10n_bg.S40909,l10n_bg.39970,cityhall,base.bg
l10n_bg.57073,57073,l10n_bg.village,Подслон,SZR31-35,l10n_bg.S68850,l10n_bg.68850,cityhall,base.bg
l10n_bg.57087,57087,l10n_bg.village,Подслон,DOB15-45,l10n_bg.S72624,l10n_bg.72624,cityhall,base.bg
l10n_bg.57100,57100,l10n_bg.village,Пожарево,SFO06-03,l10n_bg.S68134,l10n_bg.05027,cityhall,base.bg
l10n_bg.57128,57128,l10n_bg.village,Поибрене,PAZ20-06,l10n_bg.S55155,l10n_bg.55302,cityhall,base.bg
l10n_bg.57131,57131,l10n_bg.village,Покрайна,VID09-25,l10n_bg.S10971,l10n_bg.10971,cityhall,base.bg
l10n_bg.57159,57159,l10n_bg.village,Покровник,BLG03-18,l10n_bg.S04279,l10n_bg.04279,cityhall,base.bg
l10n_bg.57162,57162,l10n_bg.village,Полена,BLG44-07,l10n_bg.S04279,l10n_bg.66460,cityhall,base.bg
l10n_bg.57176,57176,l10n_bg.village,Поленица,BLG40-35,l10n_bg.S04279,l10n_bg.65334,cityhall,base.bg
l10n_bg.57203,57203,l10n_bg.village,Полето,BLG44-08,l10n_bg.S04279,l10n_bg.66460,cityhall,base.bg
l10n_bg.57217,57217,l10n_bg.village,Поликраище,VTR06-08,l10n_bg.S10447,l10n_bg.16359,cityhall,base.bg
l10n_bg.57234,57234,l10n_bg.village,Полковник Дяково,DOB20-11,l10n_bg.S72624,l10n_bg.40097,cityhall,base.bg
l10n_bg.57248,57248,l10n_bg.village,Полковник Желязово,KRZ15-33,l10n_bg.S40909,l10n_bg.39970,cityhall,base.bg
l10n_bg.59402,59402,l10n_bg.village,Полковник Минково,DOB15-51,l10n_bg.S72624,l10n_bg.72624,cityhall,base.bg
l10n_bg.57265,57265,l10n_bg.village,Полковник Савово,DOB27-20,l10n_bg.S72624,l10n_bg.72271,cityhall,base.bg
l10n_bg.57279,57279,l10n_bg.village,Полковник Свещарово,DOB15-46,l10n_bg.S72624,l10n_bg.72624,cityhall,base.bg
l10n_bg.57282,57282,l10n_bg.village,Полковник Серафимово,SML31-24,l10n_bg.S67653,l10n_bg.67653,cityhall,base.bg
l10n_bg.57296,57296,l10n_bg.village,Полковник Таслаково,SLS10-15,l10n_bg.S66425,l10n_bg.24030,cityhall,base.bg
l10n_bg.57306,57306,l10n_bg.village,Полковник Чолаково,SLS15-07,l10n_bg.S66425,l10n_bg.35242,cityhall,base.bg
l10n_bg.57323,57323,l10n_bg.village,Полски Градец,SZR27-15,l10n_bg.S68850,l10n_bg.61460,cityhall,base.bg
l10n_bg.57337,57337,l10n_bg.village,Полски извор,BGS08-07,l10n_bg.S07079,l10n_bg.35883,cityhall,base.bg
l10n_bg.57340,57340,l10n_bg.village,Полски Сеновец,VTR26-12,l10n_bg.S10447,l10n_bg.57354,cityhall,base.bg
l10n_bg.57368,57368,l10n_bg.village,Полско Косово,RSE04-09,l10n_bg.S63427,l10n_bg.07603,cityhall,base.bg
l10n_bg.57371,57371,l10n_bg.village,Полско Пъдарево,SLV16-35,l10n_bg.S67338,l10n_bg.51809,cityhall,base.bg
l10n_bg.57385,57385,l10n_bg.village,Поляна,SLS32-08,l10n_bg.S66425,l10n_bg.66665,cityhall,base.bg
l10n_bg.57409,57409,l10n_bg.village,Поляна,JAM22-23,l10n_bg.S87374,l10n_bg.69660,cityhall,base.bg
l10n_bg.57412,57412,l10n_bg.village,Полянец,KRZ08-31,l10n_bg.S40909,l10n_bg.20746,cityhall,base.bg
l10n_bg.57426,57426,l10n_bg.village,Поляново,BGS01-10,l10n_bg.S07079,l10n_bg.00151,cityhall,base.bg
l10n_bg.57434,57434,l10n_bg.village,Поляново,HKV33-16,l10n_bg.S77195,l10n_bg.77181,cityhall,base.bg
