id,l10n_bg_ecattu,l10n_bg_type_settlement_id/id,name,l10n_bg_code,state_id/id,l10n_bg_municipality_id/id,l10n_bg_structure_type,country_id/id
l10n_bg.11171,11171,l10n_bg.village,Вирове,MON29-24,l10n_bg.S48489,l10n_bg.48489,cityhall,base.bg
l10n_bg.11185,11185,l10n_bg.village,Вировско,VRC10-04,l10n_bg.S12259,l10n_bg.12259,cityhall,base.bg
l10n_bg.11212,11212,l10n_bg.village,Висок,TGV22-42,l10n_bg.S73626,l10n_bg.53535,cityhall,base.bg
l10n_bg.11243,11243,l10n_bg.village,Висока поляна,KRZ16-05,l10n_bg.S40909,l10n_bg.40909,cityhall,base.bg
l10n_bg.11257,11257,l10n_bg.village,Висока поляна,SHU11-04,l10n_bg.S83510,l10n_bg.14516,cityhall,base.bg
l10n_bg.11288,11288,l10n_bg.village,Витановци,PER32-26,l10n_bg.S55871,l10n_bg.55871,cityhall,base.bg
l10n_bg.11301,11301,l10n_bg.village,Витина,SML27-02,l10n_bg.S67653,l10n_bg.63207,cityhall,base.bg
l10n_bg.11346,11346,l10n_bg.village,Вишеград,KRZ16-58,l10n_bg.S40909,l10n_bg.40909,cityhall,base.bg
l10n_bg.11363,11363,l10n_bg.village,Вишна,BGS18-02,l10n_bg.S07079,l10n_bg.63224,cityhall,base.bg
l10n_bg.11377,11377,l10n_bg.village,Вишнево,SML02-13,l10n_bg.S67653,l10n_bg.44402,cityhall,base.bg
l10n_bg.11380,11380,l10n_bg.village,Вишовград,VTR22-04,l10n_bg.S10447,l10n_bg.55052,cityhall,base.bg
l10n_bg.11394,11394,l10n_bg.village,Владая,SOF46-32,l10n_bg.S68134,l10n_bg.68134,cityhall,base.bg
l10n_bg.11404,11404,l10n_bg.village,Владимир,PER36-04,l10n_bg.S55871,l10n_bg.61577,cityhall,base.bg
l10n_bg.11418,11418,l10n_bg.village,Владимирово,MON04-03,l10n_bg.S48489,l10n_bg.05236,cityhall,base.bg
l10n_bg.11421,11421,l10n_bg.village,Владимирово,DOB15-10,l10n_bg.S72624,l10n_bg.72624,cityhall,base.bg
l10n_bg.11449,11449,l10n_bg.village,Владимировци,RAZ29-03,l10n_bg.S61710,l10n_bg.65276,cityhall,base.bg
l10n_bg.11452,11452,l10n_bg.village,Владиня,LOV18-06,l10n_bg.S43952,l10n_bg.43952,cityhall,base.bg
l10n_bg.11466,11466,l10n_bg.village,Владислав,VTR31-06,l10n_bg.S10447,l10n_bg.69633,cityhall,base.bg
l10n_bg.11510,11510,l10n_bg.village,Владо Тричков,SFO43-06,l10n_bg.S68134,l10n_bg.65869,cityhall,base.bg
l10n_bg.11555,11555,l10n_bg.village,Власатица,VRC10-05,l10n_bg.S12259,l10n_bg.12259,cityhall,base.bg
l10n_bg.11572,11572,l10n_bg.village,Влахово,SML31-42,l10n_bg.S67653,l10n_bg.67653,cityhall,base.bg
l10n_bg.11613,11613,l10n_bg.village,Водач,KRZ35-28,l10n_bg.S40909,l10n_bg.81236,cityhall,base.bg
l10n_bg.11627,11627,l10n_bg.village,Воден,PDV23-04,l10n_bg.S56784,l10n_bg.59080,cityhall,base.bg
l10n_bg.11644,11644,l10n_bg.village,Воден,HKV09-05,l10n_bg.S77195,l10n_bg.21052,cityhall,base.bg
l10n_bg.11658,11658,l10n_bg.village,Воден,JAM03-01,l10n_bg.S87374,l10n_bg.05284,cityhall,base.bg
l10n_bg.11661,11661,l10n_bg.village,Воденичане,JAM22-04,l10n_bg.S87374,l10n_bg.69660,cityhall,base.bg
l10n_bg.11689,11689,l10n_bg.village,Воденичарско,KRZ08-02,l10n_bg.S40909,l10n_bg.20746,cityhall,base.bg
l10n_bg.11692,11692,l10n_bg.village,Воденци,HKV30-03,l10n_bg.S77195,l10n_bg.68727,cityhall,base.bg
l10n_bg.11702,11702,l10n_bg.village,Водица,VAR02-02,l10n_bg.S10135,l10n_bg.00182,cityhall,base.bg
l10n_bg.11716,11716,l10n_bg.village,Водица,TGV24-05,l10n_bg.S73626,l10n_bg.57649,cityhall,base.bg
l10n_bg.11764,11764,l10n_bg.village,Водно,SLS10-02,l10n_bg.S66425,l10n_bg.24030,cityhall,base.bg
l10n_bg.11778,11778,l10n_bg.village,Воднянци,VID16-04,l10n_bg.S10971,l10n_bg.21097,cityhall,base.bg
l10n_bg.11781,11781,l10n_bg.village,Воднянци,DOB15-11,l10n_bg.S72624,l10n_bg.72624,cityhall,base.bg
l10n_bg.11795,11795,l10n_bg.village,Водолей,VTR04-07,l10n_bg.S10447,l10n_bg.10447,cityhall,base.bg
l10n_bg.11805,11805,l10n_bg.village,Вождово,KRZ35-29,l10n_bg.S40909,l10n_bg.81236,cityhall,base.bg
l10n_bg.11819,11819,l10n_bg.village,Войвода,SHU22-02,l10n_bg.S83510,l10n_bg.52009,cityhall,base.bg
l10n_bg.11822,11822,l10n_bg.village,Войводенец,HKV30-04,l10n_bg.S77195,l10n_bg.68727,cityhall,base.bg
l10n_bg.11836,11836,l10n_bg.village,Войводино,VAR09-03,l10n_bg.S10135,l10n_bg.12574,cityhall,base.bg
l10n_bg.11845,11845,l10n_bg.village,Войводиново,PDV17-02,l10n_bg.S56784,l10n_bg.56784,cityhall,base.bg
l10n_bg.11853,11853,l10n_bg.village,Войводово,VRC28-01,l10n_bg.S12259,l10n_bg.48043,cityhall,base.bg
l10n_bg.11867,11867,l10n_bg.village,Войводово,HKV34-03,l10n_bg.S77195,l10n_bg.77195,cityhall,base.bg
l10n_bg.11870,11870,l10n_bg.village,Войкова лъка,SML27-03,l10n_bg.S67653,l10n_bg.63207,cityhall,base.bg
l10n_bg.11884,11884,l10n_bg.village,Войнеговци,SOF46-37,l10n_bg.S68134,l10n_bg.68134,cityhall,base.bg
l10n_bg.11908,11908,l10n_bg.village,Войника,JAM22-05,l10n_bg.S87374,l10n_bg.69660,cityhall,base.bg
l10n_bg.11990,11990,l10n_bg.village,Войново,SLS15-01,l10n_bg.S66425,l10n_bg.35242,cityhall,base.bg
l10n_bg.12005,12005,l10n_bg.village,Войнягово,PDV13-06,l10n_bg.S56784,l10n_bg.36498,cityhall,base.bg
l10n_bg.12019,12019,l10n_bg.village,Войсил,PDV17-03,l10n_bg.S56784,l10n_bg.56784,cityhall,base.bg
l10n_bg.12022,12022,l10n_bg.village,Вокил,SLS10-03,l10n_bg.S66425,l10n_bg.24030,cityhall,base.bg
l10n_bg.12053,12053,l10n_bg.village,Воловарци,KRZ16-06,l10n_bg.S40909,l10n_bg.40909,cityhall,base.bg
l10n_bg.12067,12067,l10n_bg.village,Волово,RSE03-03,l10n_bg.S63427,l10n_bg.05611,cityhall,base.bg
l10n_bg.12084,12084,l10n_bg.village,Волуяк,SOF46-35,l10n_bg.S68134,l10n_bg.68134,cityhall,base.bg
l10n_bg.12098,12098,l10n_bg.village,Вонеща вода,VTR04-09,l10n_bg.S10447,l10n_bg.10447,cityhall,base.bg
l10n_bg.12108,12108,l10n_bg.village,Врабево,LOV34-06,l10n_bg.S43952,l10n_bg.73198,cityhall,base.bg
l10n_bg.12989,12989,l10n_bg.village,Враненци,PAZ08-05,l10n_bg.S55155,l10n_bg.10450,cityhall,base.bg
l10n_bg.12156,12156,l10n_bg.village,Врани кон,TGV22-08,l10n_bg.S73626,l10n_bg.53535,cityhall,base.bg
l10n_bg.12168,12168,l10n_bg.village,Враниловци,GAB05-04,l10n_bg.S14218,l10n_bg.14218,cityhall,base.bg
l10n_bg.12173,12173,l10n_bg.village,Вранино,DOB17-06,l10n_bg.S72624,l10n_bg.35064,cityhall,base.bg
l10n_bg.12190,12190,l10n_bg.village,Вранско,KRZ15-04,l10n_bg.S40909,l10n_bg.39970,cityhall,base.bg
l10n_bg.12200,12200,l10n_bg.village,Враня,BLG40-03,l10n_bg.S04279,l10n_bg.65334,cityhall,base.bg
l10n_bg.12214,12214,l10n_bg.village,Враняк,VRC08-05,l10n_bg.S12259,l10n_bg.07702,cityhall,base.bg
l10n_bg.12245,12245,l10n_bg.village,Вратица,BGS08-02,l10n_bg.S07079,l10n_bg.35883,cityhall,base.bg
l10n_bg.48355,48355,l10n_bg.village,Вратца,KNL29-27,l10n_bg.S41112,l10n_bg.41112,cityhall,base.bg
l10n_bg.12283,12283,l10n_bg.village,Врачеш,SFO07-02,l10n_bg.S68134,l10n_bg.05815,cityhall,base.bg
l10n_bg.12293,12293,l10n_bg.village,Врело,KRZ21-04,l10n_bg.S40909,l10n_bg.48996,cityhall,base.bg
l10n_bg.12303,12303,l10n_bg.village,Вресово,BGS18-03,l10n_bg.S07079,l10n_bg.63224,cityhall,base.bg
l10n_bg.12317,12317,l10n_bg.village,Връв,VID06-02,l10n_bg.S10971,l10n_bg.06224,cityhall,base.bg
l10n_bg.12334,12334,l10n_bg.village,Всемирци,PAZ08-20,l10n_bg.S55155,l10n_bg.10450,cityhall,base.bg
l10n_bg.12365,12365,l10n_bg.village,Въбел,PVN21-03,l10n_bg.S56722,l10n_bg.51723,cityhall,base.bg
l10n_bg.12382,12382,l10n_bg.village,Въгларово,HKV34-04,l10n_bg.S77195,l10n_bg.77195,cityhall,base.bg
l10n_bg.12406,12406,l10n_bg.village,Въглен,VAR02-03,l10n_bg.S10135,l10n_bg.00182,cityhall,base.bg
l10n_bg.12414,12414,l10n_bg.village,Въглен,SLV20-07,l10n_bg.S67338,l10n_bg.67338,cityhall,base.bg
l10n_bg.12423,12423,l10n_bg.village,Възел,KRZ35-30,l10n_bg.S40909,l10n_bg.81236,cityhall,base.bg
l10n_bg.12440,12440,l10n_bg.village,Вълкан,SLS07-26,l10n_bg.S66425,l10n_bg.15031,cityhall,base.bg
l10n_bg.12468,12468,l10n_bg.village,Вълкович,KRZ08-23,l10n_bg.S40909,l10n_bg.20746,cityhall,base.bg
l10n_bg.12471,12471,l10n_bg.village,Вълково,BLG40-04,l10n_bg.S04279,l10n_bg.65334,cityhall,base.bg
l10n_bg.12499,12499,l10n_bg.village,Вълкосел,BLG42-03,l10n_bg.S04279,l10n_bg.65440,cityhall,base.bg
l10n_bg.12509,12509,l10n_bg.village,Вълнари,SHU21-02,l10n_bg.S83510,l10n_bg.51651,cityhall,base.bg
l10n_bg.12526,12526,l10n_bg.village,Вълчан дол,SML02-04,l10n_bg.S67653,l10n_bg.44402,cityhall,base.bg
l10n_bg.13055,13055,l10n_bg.village,Вълчанка,KRZ14-03,l10n_bg.S40909,l10n_bg.36926,cityhall,base.bg
l10n_bg.12560,12560,l10n_bg.village,Вълче поле,HKV17-02,l10n_bg.S77195,l10n_bg.44570,cityhall,base.bg
l10n_bg.12591,12591,l10n_bg.village,Вълчин,BGS23-05,l10n_bg.S07079,l10n_bg.70247,cityhall,base.bg
l10n_bg.12601,12601,l10n_bg.village,Вълчитрън,PVN27-02,l10n_bg.S56722,l10n_bg.57772,cityhall,base.bg
l10n_bg.12663,12663,l10n_bg.village,Върбак,SHU11-05,l10n_bg.S83510,l10n_bg.14516,cityhall,base.bg
l10n_bg.00120,00120,l10n_bg.village,Върбен,KRZ14-01,l10n_bg.S40909,l10n_bg.36926,cityhall,base.bg
l10n_bg.12680,12680,l10n_bg.village,Върбен,PDV07-03,l10n_bg.S56784,l10n_bg.06361,cityhall,base.bg
l10n_bg.12704,12704,l10n_bg.village,Върбешница,VRC27-03,l10n_bg.S12259,l10n_bg.47714,cityhall,base.bg
l10n_bg.12718,12718,l10n_bg.village,Върбина,SML16-07,l10n_bg.S67653,l10n_bg.46045,cityhall,base.bg
l10n_bg.12735,12735,l10n_bg.village,Върбица,VTR06-01,l10n_bg.S10447,l10n_bg.16359,cityhall,base.bg
l10n_bg.12749,12749,l10n_bg.village,Върбица,VRC10-22,l10n_bg.S12259,l10n_bg.12259,cityhall,base.bg
l10n_bg.12752,12752,l10n_bg.village,Върбица,PVN24-06,l10n_bg.S56722,l10n_bg.56722,cityhall,base.bg
l10n_bg.76087,76087,l10n_bg.village,Върбица,HKV09-24,l10n_bg.S77195,l10n_bg.21052,cityhall,base.bg
l10n_bg.12783,12783,l10n_bg.village,Върбовка,VTR22-05,l10n_bg.S10447,l10n_bg.55052,cityhall,base.bg
l10n_bg.12810,12810,l10n_bg.village,Върбово,HKV33-05,l10n_bg.S77195,l10n_bg.77181,cityhall,base.bg
l10n_bg.12838,12838,l10n_bg.village,Върбяне,SHU19-01,l10n_bg.S83510,l10n_bg.36587,cityhall,base.bg
l10n_bg.12869,12869,l10n_bg.village,Вързулица,VTR26-01,l10n_bg.S10447,l10n_bg.57354,cityhall,base.bg
l10n_bg.12896,12896,l10n_bg.village,Върли дол,SML18-02,l10n_bg.S67653,l10n_bg.51319,cityhall,base.bg
l10n_bg.12927,12927,l10n_bg.village,Върлино,SML18-03,l10n_bg.S67653,l10n_bg.51319,cityhall,base.bg
l10n_bg.86030,86030,l10n_bg.village,Върхари,KRZ21-27,l10n_bg.S40909,l10n_bg.48996,cityhall,base.bg
l10n_bg.14012,14012,l10n_bg.village,Габаре,VRC08-07,l10n_bg.S12259,l10n_bg.07702,cityhall,base.bg
l10n_bg.14026,14026,l10n_bg.village,Габарево,SZR24-04,l10n_bg.S68850,l10n_bg.55021,cityhall,base.bg
l10n_bg.14034,14034,l10n_bg.village,Габер,SFO16-04,l10n_bg.S68134,l10n_bg.23409,cityhall,base.bg
l10n_bg.14043,14043,l10n_bg.village,Габер,DOB20-04,l10n_bg.S72624,l10n_bg.40097,cityhall,base.bg
l10n_bg.14057,14057,l10n_bg.village,Габерово,BGS17-04,l10n_bg.S07079,l10n_bg.57491,cityhall,base.bg
l10n_bg.14074,14074,l10n_bg.village,Габра,SFO17-02,l10n_bg.S68134,l10n_bg.27303,cityhall,base.bg
l10n_bg.14091,14091,l10n_bg.village,Габрене,BLG33-06,l10n_bg.S04279,l10n_bg.56126,cityhall,base.bg
l10n_bg.14132,14132,l10n_bg.village,Габрица,SHU07-04,l10n_bg.S83510,l10n_bg.10642,cityhall,base.bg
l10n_bg.14163,14163,l10n_bg.village,Габровица,PAZ04-01,l10n_bg.S55155,l10n_bg.03592,cityhall,base.bg
l10n_bg.14180,14180,l10n_bg.village,Габровница,MON29-08,l10n_bg.S48489,l10n_bg.48489,cityhall,base.bg
l10n_bg.14194,14194,l10n_bg.village,Габровница,SFO43-07,l10n_bg.S68134,l10n_bg.65869,cityhall,base.bg
l10n_bg.14221,14221,l10n_bg.village,Габрово,KRZ35-03,l10n_bg.S40909,l10n_bg.81236,cityhall,base.bg
l10n_bg.14249,14249,l10n_bg.village,Габър,BGS21-03,l10n_bg.S07079,l10n_bg.67800,cityhall,base.bg
l10n_bg.14252,14252,l10n_bg.village,Габърница,VAR08-02,l10n_bg.S10135,l10n_bg.10865,cityhall,base.bg
l10n_bg.14275,14275,l10n_bg.village,Гавраилово,SLV20-08,l10n_bg.S67338,l10n_bg.67338,cityhall,base.bg
l10n_bg.14283,14283,l10n_bg.village,Гаврил Геново,MON14-11,l10n_bg.S48489,l10n_bg.14773,cityhall,base.bg
l10n_bg.14297,14297,l10n_bg.village,Гаганица,MON02-06,l10n_bg.S48489,l10n_bg.03928,cityhall,base.bg
l10n_bg.14307,14307,l10n_bg.village,Гагово,TGV24-06,l10n_bg.S73626,l10n_bg.57649,cityhall,base.bg
l10n_bg.14338,14338,l10n_bg.village,Гайтанево,SFO10-04,l10n_bg.S68134,l10n_bg.16314,cityhall,base.bg
l10n_bg.14386,14386,l10n_bg.village,Галата,LOV33-04,l10n_bg.S43952,l10n_bg.72343,cityhall,base.bg
l10n_bg.14390,14390,l10n_bg.village,Галатин,VRC21-03,l10n_bg.S12259,l10n_bg.39846,cityhall,base.bg
l10n_bg.14406,14406,l10n_bg.village,Галиче,VRC08-08,l10n_bg.S12259,l10n_bg.07702,cityhall,base.bg
l10n_bg.14413,14413,l10n_bg.village,Галище,SML16-22,l10n_bg.S67653,l10n_bg.46045,cityhall,base.bg
l10n_bg.14427,14427,l10n_bg.village,Галово,VRC31-01,l10n_bg.S12259,l10n_bg.54020,cityhall,base.bg
l10n_bg.14458,14458,l10n_bg.village,Ганчовец,GAB12-03,l10n_bg.S14218,l10n_bg.23947,cityhall,base.bg
l10n_bg.14547,14547,l10n_bg.village,Гарван,SLS32-02,l10n_bg.S66425,l10n_bg.66665,cityhall,base.bg
l10n_bg.14550,14550,l10n_bg.village,Гарваново,HKV34-05,l10n_bg.S77195,l10n_bg.77195,cityhall,base.bg
l10n_bg.14581,14581,l10n_bg.village,Гега,BLG33-07,l10n_bg.S04279,l10n_bg.56126,cityhall,base.bg
l10n_bg.14619,14619,l10n_bg.village,Гелеменово,PAZ19-05,l10n_bg.S55155,l10n_bg.55155,cityhall,base.bg
l10n_bg.14647,14647,l10n_bg.village,Генерал Гешево,KRZ08-03,l10n_bg.S40909,l10n_bg.20746,cityhall,base.bg
l10n_bg.32740,32740,l10n_bg.village,Генерал Инзово,JAM25-15,l10n_bg.S87374,l10n_bg.87374,cityhall,base.bg
l10n_bg.14653,14653,l10n_bg.village,Генерал Кантарджиево,VAR02-04,l10n_bg.S10135,l10n_bg.00182,cityhall,base.bg
l10n_bg.14667,14667,l10n_bg.village,Генерал Киселово,VAR09-04,l10n_bg.S10135,l10n_bg.12574,cityhall,base.bg
l10n_bg.14670,14670,l10n_bg.village,Генерал Колево,VAR09-05,l10n_bg.S10135,l10n_bg.12574,cityhall,base.bg
l10n_bg.14698,14698,l10n_bg.village,Генерал Мариново,VID09-09,l10n_bg.S10971,l10n_bg.10971,cityhall,base.bg
l10n_bg.58390,58390,l10n_bg.village,Генерал Тодоров,BLG33-33,l10n_bg.S04279,l10n_bg.56126,cityhall,base.bg
l10n_bg.14725,14725,l10n_bg.village,Генерал Тошево,JAM25-07,l10n_bg.S87374,l10n_bg.87374,cityhall,base.bg
l10n_bg.14708,14708,l10n_bg.village,Генералово,HKV28-01,l10n_bg.S77195,l10n_bg.65677,cityhall,base.bg
l10n_bg.14787,14787,l10n_bg.village,Георги Добрево,HKV17-03,l10n_bg.S77195,l10n_bg.44570,cityhall,base.bg
l10n_bg.14800,14800,l10n_bg.village,Гергевец,SLV20-09,l10n_bg.S67338,l10n_bg.67338,cityhall,base.bg
l10n_bg.14814,14814,l10n_bg.village,Гергини,GAB05-05,l10n_bg.S14218,l10n_bg.14218,cityhall,base.bg
l10n_bg.14831,14831,l10n_bg.village,Герман,SOF46-55,l10n_bg.S68134,l10n_bg.68134,cityhall,base.bg
l10n_bg.18589,18589,l10n_bg.village,Гецово,RAZ26-03,l10n_bg.S61710,l10n_bg.61710,cityhall,base.bg
l10n_bg.14876,14876,l10n_bg.village,Гиген,PVN08-02,l10n_bg.S56722,l10n_bg.18099,cityhall,base.bg
l10n_bg.14893,14893,l10n_bg.village,Гигинци,PER08-07,l10n_bg.S55871,l10n_bg.06286,cityhall,base.bg
l10n_bg.14903,14903,l10n_bg.village,Гинци,SFO09-02,l10n_bg.S68134,l10n_bg.15309,cityhall,base.bg
l10n_bg.14917,14917,l10n_bg.village,Гирчевци,KNL29-06,l10n_bg.S41112,l10n_bg.41112,cityhall,base.bg
l10n_bg.14920,14920,l10n_bg.village,Гита,SZR36-02,l10n_bg.S68850,l10n_bg.81414,cityhall,base.bg
l10n_bg.14934,14934,l10n_bg.village,Глава,PVN37-02,l10n_bg.S56722,l10n_bg.80501,cityhall,base.bg
l10n_bg.14951,14951,l10n_bg.village,Главан,SZR07-03,l10n_bg.S68850,l10n_bg.18280,cityhall,base.bg
l10n_bg.14982,14982,l10n_bg.village,Главанци,DOB27-07,l10n_bg.S72624,l10n_bg.72271,cityhall,base.bg
l10n_bg.14996,14996,l10n_bg.village,Главатар,PDV12-02,l10n_bg.S56784,l10n_bg.35523,cityhall,base.bg
l10n_bg.15014,15014,l10n_bg.village,Главаци,VRC21-04,l10n_bg.S12259,l10n_bg.39846,cityhall,base.bg
l10n_bg.15028,15028,l10n_bg.village,Главиница,PAZ19-06,l10n_bg.S55155,l10n_bg.55155,cityhall,base.bg
l10n_bg.15093,15093,l10n_bg.village,Гледка,HKV30-14,l10n_bg.S77195,l10n_bg.68727,cityhall,base.bg
l10n_bg.15103,15103,l10n_bg.village,Глогинка,TGV24-07,l10n_bg.S73626,l10n_bg.57649,cityhall,base.bg
l10n_bg.15148,15148,l10n_bg.village,Глогово,LOV33-05,l10n_bg.S43952,l10n_bg.72343,cityhall,base.bg
l10n_bg.15151,15151,l10n_bg.town,Глоджево,RSE05-02,l10n_bg.S63427,l10n_bg.10803,cityhall,base.bg
l10n_bg.15165,15165,l10n_bg.village,Гложене,LOV33-06,l10n_bg.S43952,l10n_bg.72343,cityhall,base.bg
l10n_bg.18505,18505,l10n_bg.village,Гложене,VRC20-02,l10n_bg.S12259,l10n_bg.37798,cityhall,base.bg
l10n_bg.15206,15206,l10n_bg.village,Глуфишево,SLV20-10,l10n_bg.S67338,l10n_bg.67338,cityhall,base.bg
l10n_bg.15216,15216,l10n_bg.village,Глухар,KRZ16-07,l10n_bg.S40909,l10n_bg.40909,cityhall,base.bg
l10n_bg.15237,15237,l10n_bg.village,Глушник,SLV20-11,l10n_bg.S67338,l10n_bg.67338,cityhall,base.bg
l10n_bg.15268,15268,l10n_bg.village,Гняздово,KRZ16-59,l10n_bg.S40909,l10n_bg.40909,cityhall,base.bg
l10n_bg.15271,15271,l10n_bg.village,Говедаре,PAZ19-07,l10n_bg.S55155,l10n_bg.55155,cityhall,base.bg
l10n_bg.15285,15285,l10n_bg.village,Говедарци,SFO39-04,l10n_bg.S68134,l10n_bg.65231,cityhall,base.bg
l10n_bg.15299,15299,l10n_bg.village,Говежда,MON14-04,l10n_bg.S48489,l10n_bg.14773,cityhall,base.bg
l10n_bg.15312,15312,l10n_bg.village,Годешево,BLG42-04,l10n_bg.S04279,l10n_bg.65440,cityhall,base.bg
l10n_bg.15326,15326,l10n_bg.village,Годлево,BLG37-03,l10n_bg.S04279,l10n_bg.61813,cityhall,base.bg
l10n_bg.15432,15432,l10n_bg.village,Голема Раковица,SFO17-03,l10n_bg.S68134,l10n_bg.27303,cityhall,base.bg
l10n_bg.15415,15415,l10n_bg.village,Големаново,VID22-01,l10n_bg.S10971,l10n_bg.40525,cityhall,base.bg
l10n_bg.15429,15429,l10n_bg.village,Големанци,HKV34-06,l10n_bg.S77195,l10n_bg.77195,cityhall,base.bg
l10n_bg.15494,15494,l10n_bg.village,Големо Бабино,VRC21-05,l10n_bg.S12259,l10n_bg.39846,cityhall,base.bg
l10n_bg.15504,15504,l10n_bg.village,Големо Бучино,PER32-05,l10n_bg.S55871,l10n_bg.55871,cityhall,base.bg
l10n_bg.15518,15518,l10n_bg.village,Големо Малово,SFO16-05,l10n_bg.S68134,l10n_bg.23409,cityhall,base.bg
l10n_bg.15535,15535,l10n_bg.village,Големо село,KNL04-06,l10n_bg.S41112,l10n_bg.04501,cityhall,base.bg
l10n_bg.15552,15552,l10n_bg.village,Голец,LOV36-08,l10n_bg.S43952,l10n_bg.75054,cityhall,base.bg
l10n_bg.15566,15566,l10n_bg.village,Голеш,SLS15-02,l10n_bg.S66425,l10n_bg.35242,cityhall,base.bg
l10n_bg.15597,15597,l10n_bg.village,Голица,VAR13-04,l10n_bg.S10135,l10n_bg.21912,cityhall,base.bg
l10n_bg.15607,15607,l10n_bg.village,Голобрад,KRZ02-05,l10n_bg.S40909,l10n_bg.00607,cityhall,base.bg
l10n_bg.15610,15610,l10n_bg.village,Голобрадово,HKV30-06,l10n_bg.S77195,l10n_bg.68727,cityhall,base.bg
l10n_bg.15457,15457,l10n_bg.village,Голям Върбовник,KNL04-05,l10n_bg.S41112,l10n_bg.04501,cityhall,base.bg
l10n_bg.15727,15727,l10n_bg.village,Голям Девесил,KRZ15-06,l10n_bg.S40909,l10n_bg.39970,cityhall,base.bg
l10n_bg.15758,15758,l10n_bg.village,Голям извор,LOV33-07,l10n_bg.S43952,l10n_bg.72343,cityhall,base.bg
l10n_bg.15761,15761,l10n_bg.village,Голям извор,RAZ29-05,l10n_bg.S61710,l10n_bg.65276,cityhall,base.bg
l10n_bg.15775,15775,l10n_bg.village,Голям извор,HKV30-15,l10n_bg.S77195,l10n_bg.68727,cityhall,base.bg
l10n_bg.15789,15789,l10n_bg.village,Голям манастир,JAM25-08,l10n_bg.S87374,l10n_bg.87374,cityhall,base.bg
l10n_bg.15953,15953,l10n_bg.village,Голям Поровец,RAZ14-04,l10n_bg.S61710,l10n_bg.32874,cityhall,base.bg
l10n_bg.15970,15970,l10n_bg.village,Голям чардак,PDV33-01,l10n_bg.S56784,l10n_bg.70528,cityhall,base.bg
l10n_bg.15655,15655,l10n_bg.village,Голяма Брестница,LOV38-03,l10n_bg.S43952,l10n_bg.87014,cityhall,base.bg
l10n_bg.15669,15669,l10n_bg.village,Голяма вода,RAZ29-04,l10n_bg.S61710,l10n_bg.65276,cityhall,base.bg
l10n_bg.15703,15703,l10n_bg.village,Голяма Желязна,LOV34-07,l10n_bg.S43952,l10n_bg.73198,cityhall,base.bg
l10n_bg.15713,15713,l10n_bg.village,Голяма Чинка,KRZ15-05,l10n_bg.S40909,l10n_bg.39970,cityhall,base.bg
l10n_bg.15792,15792,l10n_bg.village,Голямо Асеново,HKV09-06,l10n_bg.S77195,l10n_bg.21052,cityhall,base.bg
l10n_bg.15802,15802,l10n_bg.village,Голямо Белово,PAZ04-02,l10n_bg.S55155,l10n_bg.03592,cityhall,base.bg
l10n_bg.15829,15829,l10n_bg.village,Голямо Враново,RSE33-04,l10n_bg.S63427,l10n_bg.67444,cityhall,base.bg
l10n_bg.15833,15833,l10n_bg.village,Голямо градище,TGV23-01,l10n_bg.S73626,l10n_bg.53552,cityhall,base.bg
l10n_bg.15864,15864,l10n_bg.village,Голямо Дряново,SZR12-02,l10n_bg.S68850,l10n_bg.35167,cityhall,base.bg
l10n_bg.15878,15878,l10n_bg.village,Голямо Каменяне,KRZ15-07,l10n_bg.S40909,l10n_bg.39970,cityhall,base.bg
l10n_bg.15881,15881,l10n_bg.village,Голямо Крушево,JAM03-03,l10n_bg.S87374,l10n_bg.05284,cityhall,base.bg
l10n_bg.15895,15895,l10n_bg.village,Голямо ново,TGV35-42,l10n_bg.S73626,l10n_bg.73626,cityhall,base.bg
l10n_bg.15521,15521,l10n_bg.village,Голямо Пещене,VRC10-06,l10n_bg.S12259,l10n_bg.12259,cityhall,base.bg
l10n_bg.15919,15919,l10n_bg.village,Голямо Соколово,TGV35-10,l10n_bg.S73626,l10n_bg.73626,cityhall,base.bg
l10n_bg.15922,15922,l10n_bg.village,Голямо църквище,TGV22-43,l10n_bg.S73626,l10n_bg.53535,cityhall,base.bg
l10n_bg.15936,15936,l10n_bg.village,Голямо Чочовени,SLV20-12,l10n_bg.S67338,l10n_bg.67338,cityhall,base.bg
l10n_bg.15984,15984,l10n_bg.village,Голяновци,SFO26-04,l10n_bg.S68134,l10n_bg.38978,cityhall,base.bg
l10n_bg.15998,15998,l10n_bg.village,Гомотарци,VID09-10,l10n_bg.S10971,l10n_bg.10971,cityhall,base.bg
l10n_bg.16002,16002,l10n_bg.village,Горан,LOV18-07,l10n_bg.S43952,l10n_bg.43952,cityhall,base.bg
l10n_bg.16050,16050,l10n_bg.village,Горен чифлик,VAR13-05,l10n_bg.S10135,l10n_bg.21912,cityhall,base.bg
l10n_bg.16064,16064,l10n_bg.village,Горица,BGS17-05,l10n_bg.S07079,l10n_bg.57491,cityhall,base.bg
l10n_bg.18575,18575,l10n_bg.village,Горица,DOB12-08,l10n_bg.S72624,l10n_bg.14711,cityhall,base.bg
l10n_bg.16105,16105,l10n_bg.village,Горичево,RAZ16-04,l10n_bg.S61710,l10n_bg.40422,cityhall,base.bg
l10n_bg.16122,16122,l10n_bg.village,Горна Бешовица,VRC27-04,l10n_bg.S12259,l10n_bg.47714,cityhall,base.bg
